id,type,text1,text2,text3,text4,notes
aurora,SHIP,"极光-级巡洋舰是一块罕见的技术瑰宝。这艘巡洋舰凭借放眼全星域都数一数二的卓越机动，以及高效率、广弧度的尖端护盾发生器，成为了乱世的万全之选。

人们难以想象 人之领 海军舰队能凭借这样圆滑、不对称却异常高效的巡洋舰创造怎样的奇迹。安装在船体各处的先进幅能耗散系统支撑起极光-级强大的护盾，也为其提供了深广的幅能空间。

尽管大部分用于建造极光-级的蓝图都是受到严格封存的企业机密，但仍有那么几艘成品被观察到于 速子科技 舰队之中服役，且一些富裕的雇佣军舰长也会想尽办法从特殊渠道内购买一艘以充当旗舰来使用。

在相同的吨位下，很少有其它舰船能超越极光-级巡洋舰。它唯一的缺点是高昂的造价。",,,,
apogee,SHIP,"至高点-级有效综合了先进的科学与军事技术，是在危险星区中进行远航探索的不二之选。

舰首处的大型不对称结构被众多远程扫描仪所塞满。至高点-级的舰长通常习惯独自行动，他们往往是一群独立自主、自力更生的冒险家。

通过灵活运用高效护盾以及强大引擎，使其能在一对一的交战中立于不败之地。然而孱弱的装甲使它遭受多方集火时显得有些弱不禁风，因此至高点-级很少成为大型舰队中的一份子。

高昂的成本意味着只有富裕的技术挖掘企业才能负担得起，这些至高点-级通常会全副武装，执行更为激进的勘探任务。",,,,
venture,SHIP,"坚固可靠且并不昂贵。企业-级常由私营公司以执行护送任务为目的而制造，或被没有靠山的独立殖民地用于星系防御。

大概是星域中应用最广泛的民用巡洋舰。企业-级的蓝图不仅在大多数地区都频频出现，且很容易到手。

作为各类小型组织的青睐之选，这种结实可靠的巡洋舰常常以舰队骄傲的姿态被它们的舰队用于执行重要行动。而它随处可得的特点也让它被一些小规模海盗组织充当旗舰来使用。",坚固、耐用、可靠的企业-级通常利用导弹来进行远程火力支援，但也缺乏在长期作战中所需的持续输出能力。尽管内置的探矿无人机能提供额外的防御火力，但所配备的民用级反应堆依旧会在护盾遭受猛烈炮火时被迅速击垮。,,,
eagle,SHIP,"雄鹰-级经常出没于前线战斗舰队中，并扮演着中坚力量的角色。这很容易理解：凭借均衡的配置、强劲的引擎、致命的武器，雄鹰-级对任何敌人来说都是一个巨大的威胁。

它能给敌方舰队带来强劲的战术冲击，还能依靠大量炮塔与合理的点防御火力轻松拦截任何靠近的小型目标。而良好的装甲与高效的护盾使雄鹰-级即使被更强大的主力舰攻击时也能安然应对。

然而这些优势在某种程度上使其很容易被战斗机所克制，因此该舰舰长需要时刻注意来袭的战机联队，因为雄鹰-级会轻易地在新式打击武器密集数攻击下被迅速瘫痪。

作为从 人之领 继承下来的一种灵活且强大的巡洋舰，雄鹰-级不断地提醒着人们，那些人类曾在美学与技术上所获得的杰出成就。",作为一艘敏捷的巡洋舰，雄鹰-级难以被从侧翼偷袭，且具备注重正面集火的火力配置。,,,
falcon,SHIP,"雄鹰-级的小兄弟。猎鹰-级通过牺牲装甲来换取优秀速度，以在军方舰队中充当轻型巡洋舰的角色。

独特的 ""轻量化"" 设计并未使得火力显著下降，反而让猎鹰-级能为任何舰队提供有价值的战术支持。只要给予它适当的武装，就能让这种轻型巡洋舰不管是在密接支援还是突击方面都能轻松胜任。

猎鹰-级的辅助推进器不仅给予它优异的机动性，且能在某些危急关头起到快速脱离战场的作用。

迅捷而优雅的猎鹰-级不仅常在稍大的舰队中担任指挥角色，同时也是各重要贸易路线的坚定守护者。",猎鹰-级有着令绝大多数小型舰船都自愧不如的卓越机动，但火力稍有欠缺。它巡洋级别的反应堆和外层装甲，使它能轻松碾过那些更小的舰船。,,,
medusa,SHIP,"美杜莎-级是一种令人畏惧的先进驱逐舰，强大的引擎赋予其优异的速度与机动性，布局合理的炮塔还为它提供了丰富的战术选择。但苛刻的后勤维护成本让一些指挥官不得不减少它的出场机会，而选择部署其它性价比更高的舰船。

美杜莎-级与特种部队以及精英海盗关系紧密，它是这些组织内最受尊敬的驱逐舰之一。同时因原始蓝图存世量稀少，且一般只被实力雄厚的大型制造商与军方势力所严密掌控，所以现在只有那些登上过美杜莎-级的幸运儿才能准确描述出这艘先进驱逐舰所具备的尖端技术。

因造价高昂而让大部分企业与政府都难以进行批量生产，如今仅有少数几艘美杜莎-级受雇于政府军，以用于执行秘密作战任务。在极为罕见的情况下，如果该舰不幸落入海盗手中，那么通常会导致最近星域中所有的小型与中型的贸易商队都将急剧减少，使绝大数行星和前哨站的经济遭到重创。

然而对于这种潜在威胁，本星域的海军战略家也暂时没能提出合适的应对策略。",,,,
shrike,SHIP,"这种尖端的轻型突击驱逐舰，与随处可见的野狼-级来自同一设计团队。伯劳鸟-级具有先进的推进系统，能够选择性地喷射等离子体来进行 ""短距突进"" 机动，因此该舰可在绝佳的时机突袭目标，并在反击到来前及时撤退。不过，由于制造这样一艘轻巧且经济的船体所最优先考虑的是攻击与速度，该舰护盾、装甲与幅能的素质均不突出，这使得伯劳鸟-级获得了 ""玻璃大炮"" 的称号，只有老练的舰长才能完美驾驭它。

因等离子爆裂驱动器中某些独特的结构元件会在富氧环境中磨损、腐蚀，因此在例行检修中，必须优先确认这些关键部位的陶粒聚合物涂层是否完整，并在必要时重新涂上。",,,,
mule,SHIP,"一种坚固可靠且具备作战能力的货舰，即便在和平年代，骡子-级凭借着诸多优势就已经在那些巡逻队稀少的 人之领 边境地区打响了名号。大崩塌 后骡子-级的吸引力也在混乱的循环中不断增强，这些混乱不仅困扰着英仙座星区里的那些勤俭的商人、拾荒者或勘探者，也让他们真正认识到提升装甲与武器的重要性。

最初的设计曾将它的中型炮塔正式命名为 ""万向节采矿设施连接点""，即使是过去的那些 人之领 操作员，也知道如何理解字里行间的意思：在没有护卫的情况下，骡子-级的威力足以让海盗在攻击前三思而行。当然，这也意味着骡子-级也可以成为那些运气不佳或只想投机取巧的平民船员，把自己变成海盗的理想工具。",,,,
buffalo2,SHIP,"基于水牛-级货舰的衍生舰种。该修改包括将幅能核心升级成军用级别，加厚装甲和安装机动推进器，与此同时将低效的 Mk.I 护盾发生器与货舱主体移除。

目前，星域中不仅充斥着风险与暴力，且绝大数冲突经常都是因为一丁点的资源或轻微的蔑视而瞬间爆发起来的。由于军用级舰船有时并不能及时达现场，因此一些聪明的工程师转而对那些原本毫无威胁的民用船体进行改造，以满足这方面的需求。

虽由水牛-级船体框架改进而来，但因改造范围非常全面，因此该舰也被公认为是一种独立性质的舰船。依靠从火力与装甲两者间取得的平衡，使其在战斗中不仅能坚守阵地，还能对敌方进行猛烈还击，且非正统的武器配置与船体改造不仅能组建出一支独特的舰队，同时也意味着没有任何两艘水牛 Mk.II 是完全相同的。

虽然水牛 Mk.II 的舰长会随不同的船体配置而改变战术，但因缺乏护盾发生器和重型能量武器炮塔，它一般不会与规模超过护卫舰的舰船近距离对峙。该舰通常采取容错率极低的一击必中型作战计划，这对于水牛 Mk.II 的船员们来说是最佳选择。",,,,
valkyrie,SHIP,"女武神-级是标准驱逐舰规模的人员运输舰，其充足的内部空间足以单次运载两个连的陆战队员。就其规模而言，由于较大的船体以及脆弱的内部构造，导致女武神-级也只能在近距离内依靠最基本的防御火力，来勉强抵御战机和导弹。

其配备的地面支援武器能在大气中或着陆时为友军提供火力支援，因此女武神-级通常被用于在文明丧失的世界上部署重型步兵进行掠夺科技产物的袭击任务。

因拥有对地面直接投放大量部队的能力，促使 霸主 的官僚们签署了一份 ""限购令"" 以禁止出售给未授权的第三方，然而这一限购消息在生效前，就已通过大量渠道泄露到公众世界中，也使某些目光短浅的投机者们似乎看到了所谓的未来商机。然而因生产过剩与功能有限等因素，不仅让这些投机者们血本无归，且在供大于求的情况下，显然获得一艘女武神-级要比 霸主 这条禁令在家喻户晓之前一样简单。",,,,
tarsus,SHIP,"塔尔苏斯-级如此家喻户晓的原因，大概因为它是星域中最易组装、最耐用的货舰。

其可靠性的秘密在于：人之领 设计师最初就是把它设计成一种用于执行危险运输任务的货舰，目的大概是为了保障边境驻军和前线舰队的后勤补给，以平息在遥远战场上不断出现的暴动。

因舱壁结构密度与装甲等级是其他民用舰所无法比拟的，所以该舰经常被委托执行重要的运输工作，当然每次都有护卫队的随航，因为它们才是保护船员和货物安全的重要保障。

虽然仅配有最小级别且收效甚微的点防御武器，因此只有在极少数情况下，塔尔苏斯-级才会进行些战斗型船体和装甲提升的改造，尽管这会提高后勤维护难度，但之后广为流传的秃鹰-级改装方案却依旧让这艘货舰名声大噪。这种通过彻底拆除塔尔苏斯-级右侧货物架，却依旧保留了原民用级货舰温顺气质的全新航母，对那些粗心大意的敌人来说绝对是个巨大的惊喜。",,,,
gemini,SHIP,"经常出没于商队或走私者舰队当中，除了执行运输任务，内置的飞行甲板也能帮助加强防御。

显然双子座-级高度模块化的设计理念，允许它能在战斗内外胜任多种角色。因整个货舱围绕着快速卸载机制而设计，这使该舰能够快速对接港口平台、迅速分离全部货物组、并在几分钟内交给另一艘双子座-级重复这一卸货过程。由于其小型飞行甲板起初是用于维修进行危险采矿作业的探矿无人机而设立的，但随着影响力上升，促使生产商运用现代化工艺扩展了飞行甲板，以支持标准战机的停靠。除此之外，凭借所配备的几处中型武器槽也使得双子座-级成为一种优秀的远程支援火力平台。

尽管它的蓝图令人印象深刻，但由于星域中缺乏足够兼容于双子座-级的集装箱，这便让快速卸载机制得不到合理应用。且过去备受推崇的模块化框架也因太易磨损，使保养比制造更加昂贵。尽管如此，如果将成本忽略不计，依靠不错的整体框架、体面的飞行甲板、灵活的幅能核心、良好的护盾系统，那么双子座-级很可能成为通用运输舰中的首选。",,,,
shuttlepod,SHIP,小巧且灵活的穿梭舱，往往用于将某些高级战地指挥官快速送往其它舰船。,,,,
buffalo,SHIP,"作为中型运输业的首选货舰，水牛-级充分体现了商队内所流行的调侃词：""装货并祈祷""。

由于整艘船基本是由大型引擎与货舱所组成，因此只保留有很小的船员舱并仅预留了一处小型武器槽，且侧向推进器仅能帮助该舰安全靠港而没有任何战术机动性，所以水牛-级通常不会单独执行运输任务。

因为引擎占据了该舰绝大数成本，所以尽管船体造价低廉，但仍处在一艘中型护卫舰的成本范围之内。因所有轨道船坞数据库里都有该舰的硬编码式蓝图，而这也就是该民用货舰几乎无处不在的根本原因。",,,,
enforcer,SHIP,"执法者-级在舰队中常作为执行护航任务的防御角色。尽管它的护盾性能稍显令人失望，但它配备了足以盖过缺点的坚实装甲以及多个实弹武器挂载点。

它的蓝图里有许多与攻势-级战列舰的内部组件相似的部件，这从侧面印证了它们都是在 人之领 执行大规模军事扩张期间所设计出来的。而现如今，执法者-级凭借充足武器与坚固舱壁，赢得了它所有船员的一致好评。

虽在同级别单挑中难以被轻易击败，但因航速较为缓慢，使其很少参与重要的大型战役。尽管如此，大批深受 霸主 战争学说影响的舰队仍掌管着不少由执法者-级所组成的中队，用以掩护沉重的攻势-级战列舰。这两者的某些通用配件能大幅减轻后勤维护难度，而这正是那些 霸主 后勤官员们所希望看到的。",,,,
condor,SHIP,"秃鹰-级轻型航母在星域中被广泛应用，因为对多数组织来说，这种由货船改造的航母是最易获取的。尽管飞行甲板空间有限，但秃鹰-级凭借厚实的装甲、优异的结构强度和对轻型航母而言还算不错的武器配备，还是能出色地完成绝大数任务。

秃鹰-级的设计源自于被拾荒者与海盗中的亡命之徒改造的塔尔苏斯-级货舰。改造过程最初涉及一些较为复杂的程序，需要适合的船坞设施；但如今任何能读取塔尔苏斯-级蓝图的造舰锻炉，都可以通过安装额外的改造芯片，直接生产出秃鹰-级。

星域中的一些人认为，在那个边境战乱纷飞的年代里，即使是拥有先进技术的 人之领 ，也不得不依靠这种类型的改造，使一艘民用舰发挥出最大的效用。而其他一些人则指出，尚不明确这种改造在当时有多么普遍 —— 也许之前就已经有很多秃鹰-级舰队遍布于 人之领 星域当中了。可惜这两者说法均没有足够的证据，因为所有的相关数据都在 大崩塌 中遗失了。",,,,
sunder,SHIP,技术先进但极其脆弱的驱逐舰，很可能设计于 人之领 晚期，旨在为当时的无敌舰队提供强劲的突击火力。尽管配备了相对于同级别而言更强大的护盾发生器和能量武器，但脆弱的装甲，使其在侧面遭受轰炸机袭击时尤为脆弱，因此破甲-级通常不会执行任何独立巡逻任务。,,,,
hammerhead,SHIP,人之领 鼎盛时期的一种标准驱逐舰，锤头-级以充足可靠的实弹武器与战斗中的高持久力而备受尊敬。,,,,
phaeton,SHIP,配有大型燃料罐，用于支持舰队燃料补给的中型燃料输送舰。在 霸主 补给舰队中任何被分配到辉腾-级的船员都被视为一种惩罚，既因为立功机会渺茫，也因为这种脆弱且毫无反抗力的舰船一旦被卷入战斗当中，其存活概率一般都非常之低。,,,,
crig,SHIP,起初旨在用于协助组装大型舰船和固定轨道的安装作业，但现在更常用于依靠龙门架和机械臂来帮助打捞废弃船体，并从残骸和碎片中回收可用物资。因本身没有货舱与燃料罐，所以需要充足的后勤来保证其正常运作。随着打捞难度的提升，可能需要更多的打捞平台来协同作业。,,,,
prometheus,SHIP,容量巨大的燃料输送舰，用于在不同星系之间运输战略级的燃料量。不像它的小兄弟，该舰配备了合理的点防御武器，以保护那些宝贵且不稳定的货物。,,,,
monitor,SHIP,"古怪的监视者-级很好地诠释了 ""有时最好的防御就是最好的防御"" 这一理念。虽牺牲了机动性与火力，但凭借以特定角度安装的通用炮塔所提供的大弧度拦截区域与磁通分流模块的先进耗散技术，监视者-级能长时间承受与其吨位不成比例的猛烈打击，弥补了其在机动性和火力方面的不足。

虽然它的实验性质看起来像是激发这个动荡时代革新的标志，但监视者-级极端的防御侧重点依然是个富有争议性的话题。至于几次护航舰队在巡逻过程中被戏剧性地击败，Ko 联合实业 公关代表的解释是：护航舰队的指挥官存在战术失误。且他们认为，如果监视者-级在战斗中占据关键位置，并如同铁砧与锤子一样由重火力舰船提供支援，监视者-级就能如同模拟实验证明了的那样，在应对一般海盗袭击时有效提高护航舰队的生存能力。不过这解释依然饱受争议。",,,,
cerberus,SHIP,"地狱犬-级在该尺寸舰级中很好地平衡了载货量与战斗力之间的成本效益。它能打消掉大多数临时起意的抢劫行为，使得它的保险费率比其他 人之领 标准民用货舰更低，因此广受好评。如今地狱犬-级在星域中广泛被视为独立商人的明智之选。

在过去星门系统依旧运行的 人之领 统治时期，像地狱犬-级这样的武装商舰，仅在零星分布的交战地带或原始野蛮的穷乡僻壤这类很少有 人之领 无敌舰队巡逻的地方才有它的一席之地。毕竟在那个年代里，船员的战斗训练、武器的日常维护，以及会损失推重比的厚重装甲，都会被视为不必要的成本开销。但在这个危险与机遇并存的新时代里，地狱犬-级的可靠能力使它在贸易航线上绽放出了全新的活力。",,,,
heron,SHIP,"苍鹭-级展现出了标准巡洋舰的战略和战术机动性，同时依赖舰载机联队投射强大火力。对喜欢采取 ""一击脱离"" 战术的舰队司令来说，拥有快速移动与高效打击能力的它无疑是最好的搭档。

历史上的苍鹭-级标志着 人之领 无敌舰队战略定位的转化，从依靠重型主力舰压倒性火力来主导战场走向变为利用支援巡洋舰编队协同舰载机进行一点突破，这种对旧式战略的演变几乎相当于与每一位推崇传统理念的无敌舰队军官作对。这反抗传统的 ""巡洋学派"" 运动兴起于 大崩塌 的前一刻，而最终由拥有前卫设计思想的 ""牵牛星科技"" 打败了传统重型战略军舰制造商 ""猎户座船坞""，赢得了苍鹭-级的设计合同。

因其展现出的全新理念因 大崩塌 而遭到中断，导致如今即使在 霸主 核心舰队中 (其军官仍坚持传统) 也很难看到该舰的身影。但它在联盟世界、超级企业、雇佣兵等崇尚精简、快速的受众中备受推崇。",,,,
drover,SHIP,"赶牛人-级是巡洋学派占主导地位时，由 人之领 海军采购委员会招标设计的。这种战机搭载平台的战术用途单一，但战略定位多样化且后勤维护成本低廉。赶牛人-级拥有同级别舰船无法比拟的战机编制规模。对于下级军官而言，手握惊人的首轮打击能力，是应该攻其不备，迅速地一招制敌？还是引而不发，揭制对手的攻势？如何采取适宜的策略，是一种考验。

老牌造船厂猎户座船坞以压倒性的优势赢得了设计该舰的合同，从其他新兴海军制造商手里夺回了他失去的市场份额。但最终设计饱受质疑，人之领 军官的吐槽飞这种 '就是个能飞的战机跑道' 的东西的时候压根儿不像是个战舰舰长，而更像是个管后勤的官员。守旧的巨舰学派系利用下级军官对该舰的大量投诉将赶牛人-级送回委员会的手中。理由是不符合标准驱逐舰的火力 (搭载的新型战斗机联队并未计入)。为了避免背负预算严重超支的责任，委员会仅在舰首处加装了几个导弹挂载点，就用最小的改动轻松满足了纸面上的火力需求。",,,,
hermes,SHIP,"常负责贫困边疆地区运输任务的可靠穿梭机。它的小船舱也经常被船员和乘客们客气地形容为 ""稳健的"" 家伙。尽管其简陋的设施需要经常定期维护，但它总能一如既往的将工作做好。

赫尔墨斯-级的武装虽然仅有""防止主动撞击""规格的水平，但它总能凭借三处满负荷运行的小炮塔来击落零星的来袭导弹，以用于从战斗区域中逃脱出来。但由于本身火力弱小且极其脆弱，因此只有一些疯狂绝望的船长才会在前线作战中使用到它。",,,,
ox,SHIP,大型舰队的重要组成部分。公牛-级凭借驱动力场稳定器来让缓慢的大型舰船以较高的速度航行。但夸张的燃料消耗与高昂的维护成本，使绝大多数舰队很少携带超过两艘以上的公牛-级拖船。,,,,
dram,SHIP,这艘轻型燃料输送舰其满载时的燃料储备，是小型作战部队或护航舰队所需燃料的两倍以上。,,,,
vigilance,SHIP,用于骚扰或支援的优秀护卫舰，哨兵-级能用略微超出规格的槽位提供不俗的火力优势。虽然它能在舰队中表现出亮眼发挥，但非常容易被大量战机联队淹没。,,,,
brawler,SHIP,斗士-级护卫舰常被用于强化港务安保和星系警力。它的设计坚固耐用，牺牲少许基础航速和舒适性以获得出众的装甲与火力，并装载了驱逐舰级的反应堆。,,,,
tempest,SHIP,在扩张时代晚期设计出的先进且不对称的护卫舰。暴雨-级具备攻击护卫舰所应拥有的精髓：高速、致命、难以摧毁。,,,,
omen,SHIP,预兆-级很少被部署，因为维护这种技术先进舰船的相关花费不菲。但它优异的护盾和独特的电磁脉冲发射器使它能完美胜任护卫大型舰船的职责。,,,,
lasher,SHIP,"作为海盗与私人军队的最爱，除了其无处不在的蓝图，最重要的还是因无需太多配置的支持，就能让征伐-级拥有可观的实弹火力。

征伐-级的船长通常不善言谈，并钟爱用武器来与敌人深刻交流。除了善于粉碎敌舰来完成所有任务，并拒绝一切外交行为和隐秘手段。凭借轻型战机和护卫舰所难以抵御的爆发性实弹炮火，让征伐-级能更有效的执行绝大数快速袭击/保护中型商队的任务。如果这样还不能解决问题，就只能依靠携带一种令人讨厌的惊喜：两个导弹发射架所搭载的 ""终结打击"" 类型的导弹，比如鱼叉 MRM。",,,,
mercury,SHIP,"大概是最小配有超空间引擎的舰船之一，通常用于在星系之间安全地运送重要的贵宾或信使。

虽然体积小巧，但足以安全舒适地运送 VIP 乘客。除非被迫卷入，否则一般很少能在战斗中看到它的身影，而如果真不幸处于这样的境地，那么这时大多数乘客应该都会抱怨：为什么几乎所有的电力系统都用在了维生系统上，以及为确保在漫长旅途中不会无聊的娱乐模块上。",,,,
hyperion,SHIP,"围绕着独特相位传送系统建造的可怖先进炮艇。它精致、昂贵地令人咋舌的集成原型供能网虽难以维护，却能提供出色的幅能效率和护盾性能。亥伯龙-级是冲锋陷阵的尖刀手，利用遍布舰身的超规格武装与战术系统主动选择交战的对手，尽管为此付出了点防御能力匮乏的代价。

盛有 ""袖珍皇女"" 之名，亥伯龙-级在被后勤官诟病的同时赢得了一切能欣赏它设计中那可怕野心的 速子科技 军官的敬佩。",,,,
hound,SHIP,经久耐用但缺乏护盾发生器的古董护卫舰，它的主要用途一般被用于货物运输而不是战斗任务。但一名富有天赋或幸运的舰长依旧能靠猎犬-级来获得发家致富的机会。,,,,
wolf,SHIP,技术先进的护卫舰，依靠良好的机动性、优秀的护盾以及令人印象深刻的武器配置，其足以用来对付远超该舰吨位的大型战舰。但同时也意味着仅配备标准护卫级幅能核心的野狼-级在交战中，要谨慎控制幅能水平，否则后果将是极其致命的。,,,,
thunder,SHIP,速度优异、装备精良且拥有很长的交战范围。雷霆-级的作用在于使航母能够在需要的位置上快速投放打击力量。由于不具备轰炸机那样的决定性火力与重型战斗机那样的可靠装甲，因此当被迫与全副武装的单一目标持续交战时，其缺点也会愈发明显。,,,,
warthog,SHIP,它装配了充足的高爆武器与精工厚重装甲，即使缺乏动能武器也足以威胁到大型舰船。它携带的热诱弹发射器可以充分吸引敌舰点防御武器的火力，借此掩护自己和附近的盟友。,,,,
gladius,SHIP,快速、致命、全副武装。短剑-级为截击机群带来出色的生存能力以及充足火力。但当与更为难缠，更加坚实的重型目标持续交战时，联队飞机数量较少的带来的缺点也会慢慢显现。,,,,
mining_drone,SHIP,坚固的探矿无人机可以提供微弱的干扰型火力支援，但无法离开母舰进行远程作战。,,,,
longbow,SHIP,配备有护盾的高速轰炸机。善于利用动能导弹来远程压制敌舰护盾，并快速返回航母来重新装填，因此与其它传统轰炸机联合打击时，就能将长弓-级的优势发挥到最大。,,,,
trident,SHIP,"配备有一流护盾发生器并搭载有两架阿特罗波斯级鱼雷发射器的高效鱼雷轰炸机。尽管极具威胁，但较低的航速与苛刻的后勤，也限制了 ""三叉戟"" 的有效性。",,,,
piranha,SHIP,食人鱼-级依靠惯性投送它们的有效载荷，能释放大量无动力的常规炸弹。有极高的伤害潜力，但大部分目标都有能力躲开或击毁大部分的炸弹。,,,,
broadsword,SHIP,坚韧且敏捷的战斗机，阔剑-级善于利用诱饵发射器来使防御火力远离高价值目标，如轰炸机和它们所释放出的爆炸物。但因配备的轻机枪只能威胁到护盾，所以该战机无法单独处理摧毁目标的任务。,,,,
xyphos,SHIP,希腊剑-级配备了重型护盾和远程武器，在密接支援方面表现突出。由于依赖大型舰船提供目标定位和导航信息馈送，它无法远离母舰独立作战。,,,,
wasp,SHIP,快速且灵活，黄蜂无人机依靠数量上的优势，利用毒刺-级感应空雷来快速瓦解敌方战机阵线。尽管缺乏护盾的保护导致其在面对防御火力拦截时表现得尤为脆弱，但由于无需驾驶员，因此受到的损失往往都在可控范围之内。,,,,
dagger,SHIP,配有高度破坏性鱼雷的脆弱轰炸机，匕首-级的护盾发生器通常足够支撑到它进入最佳发射距离。不过，即使是大规模的鱼雷攻击也很难在没有牵制性进攻的情况下越过密集的点防御火力。,,,,
talon,SHIP,廉价、快速、拥有惊人火力的截击机，当大量部署时，就可以威胁到一些较大的战舰。但这样做就要承受损失大量飞行员的后果。,,,,
hoplon,SHIP,镰状剑-级善于利用精确且毁灭性的火箭弹幕来打击目标，尽管潜在破坏力略逊一筹，但它依旧要比其它轰炸机更加安全、可靠。,,,,
claw,SHIP,拥有小型护盾且机动性卓越的支援战斗机。善于利用 EMP 武器短暂瘫痪没有护盾的目标，但无法造成任何实质性损伤。,,,,
drone_borer,SHIP,缓慢且脆弱，这种武装化探矿无人机仅能对母舰提供最基本的保护。当它形成数量优势时，也许可以威胁到一些小型目标。,,,,
drone_terminator,SHIP,基于可怕的终结者核心目标分析仪而建造的点防无人机，这种特殊分析仪能让它在准确无误地发现导弹与战机上的弱点，并予以致命打击。而关于核心内搭载的 AI 水平会在复杂战况下间歇性地超过所允许的 Delta 级的传言至今依旧未被证实。,,,,
doom,SHIP,"设计于相位技术还是一种新兴科技的时代，那时的隐形探测器还并非所有传感器的封装标准。尽管如今失去了突袭的优势，但仍不失为一种危险且灵活的武器平台。

虽然有大量因长期服役于该舰的船员出现不同程度的心理疾病，但 人之领 海军依旧未对其做出任何官方声明，并且所有相关资料也一并在 大崩塌 后遗失。",,,,
shade,SHIP,大概是当前星域中最小的相位护卫舰，阴影-级常被用于在大型舰队中充当侦察兵的角色。在战斗中，它因可以使用 EMP 发生器来迅速瘫痪敌舰的能力而受到了舰队指挥官们的高度重视。,,,,
afflictor,SHIP,危险且迅捷的折磨-级搭载了高效而强大的武器配置，足以击沉吨位数倍于自身的庞大目标。它还内置了一套能微调其相位线圈的独特设备，用以投射异常放大的熵场。当被熵场锁定的舰船遭受混乱的高能事件 (即，战斗损伤) 影响时，连锁效应会导致其舰载精密设备中的混乱度被爆发抬升，进而造成无法预测的灾难性后果。,,,,
harbinger,SHIP,"极其致命且臭名昭著的相位驱逐舰，它的 ""好名声"" 很大程度来自于蔑视自身安全以达到短期摧毁敌人的激进化理念。预言者-级利用集成于相位线圈中的独特发射器，来让敌舰暂时瘫痪，以创造重创目标的机会。

""速子科技 否认有继续参与相位实验的指控，更不用说 '私下开发和制造相位战舰'，这无疑是公然违反 [Thule 条约]。我司的内部政策是对来自个人、商业机构、宗教组织的迫害行径进行全面抵抗性回应，因此我司决定将依照大崩塌后第32年签订的 [商业协议]，向当地最高司法机关提交申诉状，并表明这是一起性质极其恶劣的公然诽谤行为，之后我们的法律团队将时刻关注事件动态。""",,,,
gremlin,SHIP,"古老的原型相位舰。虽然从未计划进行大规模生产，但依旧有人设法从一台纳米锻炉的固件中提取了它的逆向工程蓝图。生产出的船体框架在配备了标准外层装甲和基本小型维生模块之后，剩下的空隙被尽可能地塞满了导弹。

小精灵-级因饱受它的船员所痛恨而闻名于世。这些可怜的船员不但要承担执行不靠谱的抵近打击任务的殊荣，还要承受原型相位线圈那令人不安的洗礼。最终，当毒品成为这些船员们的唯一慰藉时，也是这艘不祥之舰最可怕的时候。",,,,
bastillon,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

被 姆巴耶-果戈尔 公司寄予厚望的项目，棱堡-级基于同规格且颇受欢迎的 ""后卫"" 专业点防御无人战舰改进而成，这艘更大、防守严密且全副武装的家伙对 姆巴耶-果戈尔 更加有利可图。",,,,
berserker,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

颇具规模且全副武装的重型无人战舰，与其表妹 ""典狱长"" 的作用类似，都是为了对抗重型单位而存在的，作为一架自动化无人舰，它的作战算法是建立在完全忽视自身安全的前提下无情地追踪并攻击目标，直至它或目标被彻底摧毁。",,,,
defender,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

后卫-级常作为点防御舰船被人之领用于加强边境运输队和重要的前哨站防御，因此它大概是最常见的军用无人战舰之一。",,,,
sentry,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

满载着导弹的岗哨-级无人战舰为兵力薄弱的边境巡逻队提供了一种廉价的自动化火力支援。",,,,
