id,trigger,conditions,script,text,options,notes
CMSNResignConfirmed_luddic,CMSNResignConfirmed,$faction.id == luddic_church,,"""I can see there's no changing your mind. Be wary of the path you tread, but remember that Ludd loved even those those that were betrayers in that final day.""",,
CMSNResignCancelled_luddic,CMSNResignCancelled,$faction.id == luddic_church,,"""A wise choice. Our spirits are tested in this work we do, and sometimes our faith falters. But remember always that the light of Ludd illuminates the righteous path, however dim it may seem in times of great difficulty.""",,
,,,,,,
# Hegemony commission,,,,,,
CMSNTextRejectHostile_hegemony,CMSNTextRejectHostile,$faction.id == hegemony,,"""Is this some kind of joke, citizen? If you are who you are claiming to be, you'd be on several top-level Ministry wanted lists. In fact, I'm going to have to report this entire conversation to Hegemony COMSEC.""",,
CMSNTextHasOther_hegemony,CMSNTextHasOther,$faction.id == hegemony,,"""You're already commissioned by $theOtherCommissionFaction. I don't know if loyalty means anything to you, citizen, but it is a core pillar of our values. You would have to resign that commission before you'd even be considered for commission as an auxiliary by the Hegemony.""",,
CMSNTextUnsuited_hegemony,CMSNTextUnsuited,$faction.id == hegemony,,"""You do not meet the criteria for receiving a commission, citizen.""",,
CMSNTextSuitedPart1_hegemony,CMSNTextSuitedPart1,$faction.id == hegemony,,"""Hmm, Fleet Intelligence has been watching you for some time it seems, and it says here that you clear the checks.

Accepting a commission with the Hegemony is a serious matter, citizen. You will be required to fight enemies of the Hegemony and assist in upholding law and order where the official apparatus cannot reach. Above all, you will dedicate yourself to fighting for the restoration of the Domain over human space.

I must inform you that you have the right to resign your commission at any time. And while there have been honorable circumstances for resignation in the past, between us, let me add that doing so would be considered highly suspicious by Fleet Intelligence, to say nothing of what the loyal Hegemony officer corps would think.",,
CMSNTextSuitedPart2_hegemony,CMSNTextSuitedPart2,$faction.id == hegemony,,"""By the power invested in me by the office of the High Hegemon, I offer you commission as auxiliary to the Hegemony Navy. Do you wish to sign on?""",,
CMSNTextWelcomePart1_hegemony,CMSNTextWelcomePart1,$faction.id == hegemony,,"""Excellent! Welcome to the service.""",,
CMSNTextWelcomePart2_hegemony,CMSNTextWelcomePart2,$faction.id == hegemony,,"""Is there anything else I can do for you, citizen?""",,
CMSNTextChangeMind_hegemony,CMSNTextChangeMind,$faction.id == hegemony,,"""Yes, not everyone has the strength of character to uphold the values of the Hegemony to the standards that are required. The Sector has need of merchants and shuttle pilots, after all. Those are also honorable careers in their own small way.

Anything else I can do for you?""",,
CMSNResignAskToConfirm_hegemony,CMSNResignAskToConfirm,$faction.id == hegemony,,"""Do you affirm to that, citizen, and agree that your recorded affirmation stand as record of your commitment? The Hegemony needs people it can rely on, and if you were to let us down it would not soon be forgotten.""",,
CMSNResignConfirmed_hegemony,CMSNResignConfirmed,$faction.id == hegemony,,"""I see. At least you were brave enough to tender your resignation in person.""",,
CMSNResignCancelled_hegemony,CMSNResignCancelled,$faction.id == hegemony,,"""A good decision. Despite what dissident agitprop may claim, the Hegemony does not ask blind obedience. It takes courage to first question then choose to re-affirm a commitment. We can use people like you in this troubled age.""",,
,,,,,,
# Tritachyon commission,,,,,,
CMSNTextRejectHostile_tritachyon,CMSNTextRejectHostile,$faction.id == tritachyon,,"""I'm surprised you initiated comms at all because not a few high-level directors have put personal bounties on a verified holo of your destruction. Not all enmity can be bought off, it seems. A bit of free advice: E-burn from this volume immediately.""",,
CMSNTextHasOther_tritachyon,CMSNTextHasOther,$faction.id == tritachyon,,"""You're already commissioned by $theOtherCommissionFaction. Due to the nature of the standard Tri-Tachyon non-compete agreement, you would be required to resign that commission before you could sign on with Tri-Tachyon. Please return when your outstanding obligations are dissolved.""",,
CMSNTextUnsuited_tritachyon,CMSNTextUnsuited,$faction.id == tritachyon,,"""I'm afraid that our human capital department reports that you simply don't meet the standards we expect from commissioned contractors at this time.""",,
CMSNTextSuitedPart1_tritachyon,CMSNTextSuitedPart1,$faction.id == tritachyon,,"""Hmm, yes, your resume is impressive. Our human capital department has been watching you for some time now.

Now understand that signing this commission contract with the Tri-Tachyon Corporation (and associated subsidiary incorporations) is a serious commitment. You will undertake that risk involved in fighting Company-designated belligerents be they pirates, anti-market agitators, or various state entities which engage in illegitimate search and seizure of Company property.

You'll be able to resign your commission at any time without financial penalty; generous terms indeed in my opinion. Were you to do so, that would mean you would be ... how to put it, thrown to the sharks? Competition in the Company is fierce, my friend, and if you withdraw from its legal protection, then we can't be responsible for what happens.""",,
CMSNTextSuitedPart2_tritachyon,CMSNTextSuitedPart2,$faction.id == tritachyon,,"""So, still want to sign? A fingerprint on the notification that just appeared on your TriPad would be sufficient.""",,
CMSNTextWelcomePart1_tritachyon,CMSNTextWelcomePart1,$faction.id == tritachyon,,"""Excellent! Let me be the first to welcome you to the Company. 

And, ah, would you mind if I added you on TriLink? I'm always looking to network with rising stars.""",,
CMSNTextWelcomePart2_tritachyon,CMSNTextWelcomePart2,$faction.id == tritachyon,,"""Is there anything else I can do for you now that you're a Valued Team Member?""",,
CMSNTextChangeMind_tritachyon,CMSNTextChangeMind,$faction.id == tritachyon,,"""Ah, you're shopping around to see who gives the best offer. Am I right? Sensible. A standard Tri-Tachyon NDA applies to the details we've discussed, naturally.

Anything else I can do for you today?""",,
CMSNResignAskToConfirm_tritachyon,CMSNResignAskToConfirm,$faction.id == tritachyon,,"""Are you sure? You'll be missing fantastic opportunities to advance your career; Tri-Tachyon rewards those who reward themselves, after all. And need I remind you there are those in the Company that might see this as a sign of... weakness.""",,
CMSNResignConfirmed_tritachyon,CMSNResignConfirmed,$faction.id == tritachyon,,"""I can see there's no changing your mind. Someone gave you a better offer, didn't they. No, don't say anything. I understand completely.

If they're paying that well, don't forget me if an opening comes up. In the meantime, I'd recommend you steer clear of Tri-Tachyon space for a while.""",,
CMSNResignCancelled_tritachyon,CMSNResignCancelled,$faction.id == tritachyon,,"""A wise choice. Tri-Tachyon respects Valued Team Members who are willing to negotiate to maintain and, dare I say it, advance their position.""",,
,,,,,,
# Persean League commission,,,,,,
CMSNTextRejectHostile_persean,CMSNTextRejectHostile,$faction.id == persean,,"""Is this some kind of joke? The one thing the League worlds can agree on is that you're a menace to the Sector. I will absolutely alert Combined Fleet Intelligence about this contact.""",,
CMSNTextHasOther_persean,CMSNTextHasOther,$faction.id == persean,,"""It seems you're already commissioned by $theOtherCommissionFaction. The League is built upon a respect for the independence of its constituents - or potential constituents - so accepting your service would be a breach of protocol. You'll have to resign that commission before signing on with the League.""",,
CMSNTextUnsuited_persean,CMSNTextUnsuited,$faction.id == persean,,"""I'm sorry, but it says here that you don't meet our criteria. We only commission those who have a proven record of upholding League interests and values.""",,
CMSNTextSuitedPart1_persean,CMSNTextSuitedPart1,$faction.id == persean,,"""Hmm, yes, you are in good standing and none of the League world databases have tagged you with veto.

Accepting a commission from the Persean League is a serious matter. You must learn and uphold the Eight Imperatives of the League charter; you will be required to fight those who would try to force their hegemony upon the free worlds of the Persean Sector; you will take part in a new future for humanity in all its forms, free from central domination by any one polity yet acting in concert toward mutual betterment. It is a noble ideal, my friend, and much to live up to.

For the sake of formality I shall inform you that you do have the right to resign your commission at any time. After resignation, the League would have no legal means to protect you from, shall we say, personal repercussions imposed by constituent members that may feel slighted. Just so you know.""",,
CMSNTextSuitedPart2_persean,CMSNTextSuitedPart2,$faction.id == persean,,"""So, how about it? The test on the Eight Imperatives is really just a formality, and although a League member can submit a commission veto for up to a cycle after signing, this only rarely happens. Do you accept?""",,
CMSNTextWelcomePart1_persean,CMSNTextWelcomePart1,$faction.id == persean,,"""Excellent! On behalf of the free worlds of the Sector, I welcome you to the Persean League.""",,
CMSNTextWelcomePart2_persean,CMSNTextWelcomePart2,$faction.id == persean,,"""Anything else I can do for you?""",,
CMSNTextChangeMind_persean,CMSNTextChangeMind,$faction.id == persean,,"""Yes, I understand. It is dangerous work, and it requires exceptional character to uphold the ideals of the League. There is no shame in turning down this commitment; after all it is for your freedom to make this decision that we fight.

Is there anything else I can do for you?""",,
CMSNResignAskToConfirm_persean,CMSNResignAskToConfirm,$faction.id == persean,,"""Are you certain? The League needs people like you it can rely on to uphold our principles. Although within your rights, if you leave now, less magnanimous constituents of the League may be suspicious or even vindictive at such a perceived betrayal of loyalty.""",,
CMSNResignConfirmed_persean,CMSNResignConfirmed,$faction.id == persean,,"""I can see there's no changing your mind. On behalf of the League, I thank you for the service you have performed to this date and your courtesy in tendering your resignation in person.

Now if you don't mind, there are a handful of forms I need to fill out to finalize this process.""",,
CMSNResignCancelled_persean,CMSNResignCancelled,$faction.id == persean,,"""I'm glad to hear you've changed your mind. The League can use people like you.""",,
,,,,,,
# Sindrian Diktat commission,,,,,,
CMSNTextRejectHostile_sindrian_diktat,CMSNTextRejectHostile,$faction.id == sindrian_diktat,,"""Is this some kind of joke? If you are the terrorist you say you are, there's an execution order for you signed by the Lion himself. I shall have to report this communication to my superior officer immediately.""",,
CMSNTextHasOther_sindrian_diktat,CMSNTextHasOther,$faction.id == sindrian_diktat,,"""The Sindrian Diktat honours loyalty, and you've come here like a guileless mercenary bearing another faction's flag. You would have to resign your commission with $theOtherCommissionFaction before you could even be considered to be commissioned into our movement.""",,
CMSNTextUnsuited_sindrian_diktat,CMSNTextUnsuited,$faction.id == sindrian_diktat,,"""Your are not fit to perform service for the Diktat. We only accept candidates that prove their strength and above all their passion for the admiral's great movement.""",,
CMSNTextSuitedPart1_sindrian_diktat,CMSNTextSuitedPart1,$faction.id == sindrian_diktat,,"""Hmm, we've had our eye on you for some time it seems. This intelligence summary makes it clear that you're a suitable candidate for commission into the Sindrian Diktat's volunteer force.

Accepting a commission into our glorious movement is a serious matter. You must pledge unwavering loyalty to our leader, Supreme Executor Admiral Andrada, and the Sindrian Diktat he commands. You will fight our enemies, cleanse the Sector of the corrupt old order, and usher in a new age for our people. If you are lucky, you may even attain the glory of giving your life for the great cause.

Now it it technically possible to resign the Diktat commission, but this would reveal a deep betrayal of sacred loyalty. I pledged my blood to the Lion, and I would expect the same from you.",,
CMSNTextSuitedPart2_sindrian_diktat,CMSNTextSuitedPart2,$faction.id == sindrian_diktat,,"""Are you worthy? Will you pledge your life to the Sindrian Diktat?""",,
CMSNTextWelcomePart1_sindrian_diktat,CMSNTextWelcomePart1,$faction.id == sindrian_diktat,,"""Glory to the Lion of Sindria! You will be forged in conflict for new age!""",,
CMSNTextWelcomePart2_sindrian_diktat,CMSNTextWelcomePart2,$faction.id == sindrian_diktat,,"""Diktat party membership is automatic upon acceptance of commission, of course. The relevant ideological holo links will be forwarded to your TriPad.

Is there anything else you need?""",,
CMSNTextChangeMind_sindrian_diktat,CMSNTextChangeMind,$faction.id == sindrian_diktat,,"""Indeed, not all are strong enough to uphold the values of the Sindrian Diktat. We are warriors, you know, fighting for an age of renewed glory for the human race. The strong will be forged in this final conflict while the dross is swept aside, mere dust in the great river of history. 

If you are fit for service, all that remains is your choice of which side you will ultimately take. Think on that.""",,
CMSNResignAskToConfirm_sindrian_diktat,CMSNResignAskToConfirm,$faction.id == sindrian_diktat,,"""I hope this is not some kind of joke. Loyalty is the highest ideal of the Sindrian Diktat, as well you know. The Lion does not tolerate those who lack an iron conviction to our great movement.""",,
CMSNResignConfirmed_sindrian_diktat,CMSNResignConfirmed,$faction.id == sindrian_diktat,,"""I see all too clearly now that you have not the spine for our great work.

Begone from my comms, traitor. I shall report this to party intelligence immediately.""",,
CMSNResignCancelled_sindrian_diktat,CMSNResignCancelled,$faction.id == sindrian_diktat,,"""I will be lenient and ... not ... report this serious error of judgment. I'm taking this risk because I still believe you can be a part of this great work we have been called upon to perform.

Step carefully.""",,
,,,,,,
,,,,,,
# turning AI cores in,,,,,,
aiCores_turnInOption,PopulateOptions,"$isPerson
AICores personCanAcceptCores",FireBest DisableTurnInCoresOptionIfNeeded,,"10:aiCores_startTurnIn:""I'd like to turn in these AI cores that I've acquired...""",
aiCores_disableTurnInOption,DisableTurnInCoresOptionIfNeeded,!AICores playerHasCores,"SetTooltip aiCores_startTurnIn ""You do not have any AI cores in your possession.""
SetEnabled aiCores_startTurnIn false",,,
aiCores_turnInOptionSelGeneric,DialogOptionSelected,$option == aiCores_startTurnIn,FireAll PopulateCoresTurnInOptions,"""A fascinating offer. Why, if one of the major factions caught you with these, they might just seize them outright. Tell you what - I'll do you a favour and give you a good price.""",,
aiCores_turnInOptionSelLuddic,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == luddic_church",FireAll PopulateCoresTurnInOptions,"""You were right to bring these to me. I shall contact the Knight Commander to take possession of these abominations so that they may be properly cleansed.""",,
aiCores_turnInOptionSelHegemony,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == hegemony",FireAll PopulateCoresTurnInOptions,"""We don't generally like the public to be aware that these exist, citizen, but the Hegemony is treaty-bound to take possession of any such objects and ensure they're destroyed.""",,
aiCores_turnInOptionSelDiktat,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == sindrian_diktat",FireAll PopulateCoresTurnInOptions,"""A dangerous catch you have there - there's no telling what could happen if one got into the hands of terrorists. I ... that is, we, are sure to be rewarded by the Lion for surrendering this to Diktat Intelligence straightaway.""
OR
""It's a good thing you came directly to me; a less understanding officer might have you arrested for transporting material deemed a threat to the interests of the Sindrian Cause. Your loyalty shall be rewarded.""",,
aiCores_turnInOptionSelTriTachyon,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == tritachyon",FireAll PopulateCoresTurnInOptions,"""You hold quite the object of fascination there, though you are surely aware that you lack the expertise and capital necessary to exploit its full potential. The Tri-Tachyon Corporation would be more than pleased to offer you a fair market price for your goods.""",,
aiCores_turnInOptionSelPerseanKazeron,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == persean
$market.id == kazeron",FireAll PopulateCoresTurnInOptions,"""An excellent find, citizen. The polity of Kazeron, and of course the Persean League as a whole, will recognize and reward your fulfillment of patriotic duty in assisting in finding these dangerous objects.""",,
aiCores_turnInOptionSelPerseanNotKazeron,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == persean
$market.id != kazeron",FireAll PopulateCoresTurnInOptions,"""An excellent find, citizen. We can't allow factions that would seek to impose their tyranny over our Sector to accumulate these dangerous objects.""",,
aiCores_playerHasOption,PopulateCoresTurnInOptions,,,,0:aiCores_selectCores:Select AI cores to turn in,
aiCores_neverMindOption,PopulateCoresTurnInOptions,,,,"100:aiCores_neverMind:""Never mind, I don't actually have any.""",
aiCores_neverMindOptionSelected,DialogOptionSelected,$option == aiCores_neverMind,FireAll PopulateOptions,,,
aiCores_turnInOptionSelected,DialogOptionSelected,$option == aiCores_selectCores,AICores selectCores,,,
aiCores_turnInResponseDefault,AICoresTurnedIn,,FireAll PopulateOptions,$PersonRank $personLastName thanks you and the conversation moves on to other matters.,,
aiCores_turnInResponseHegemony,AICoresTurnedIn,$faction.id == hegemony,FireAll PopulateOptions,$PersonRank $personLastName thanks you on behalf of the Hegemony Council and the conversation moves on to other matters.,,
aiCores_turnInResponseLuddicChurch,AICoresTurnedIn,$faction.id == luddic_church,FireAll PopulateOptions,$PersonRank $personLastName says a quick prayer and thanks you on behalf of the Church.,,
aiCores_turnInResponseDiktat,AICoresTurnedIn,$faction.id == sindrian_diktat,FireAll PopulateOptions,$PersonRank $personLastName salutes in an energetic display of loyalty to the Sindrian Cause before allowing you to turn to other matters.,,
aiCores_turnInResponseTriTachyon,AICoresTurnedIn,$faction.id == tritachyon,FireAll PopulateOptions,"$personName smiles like a carnivorous animal you saw in a holodoc once.  ""It's a deal.""",,
aiCores_turnInResponseLeagueKazeron,AICoresTurnedIn,"$faction.id == persean
$market.id == kazeron",FireAll PopulateOptions,$PersonRank $personLastName verifies the transfer before moving the conversation to other matters.,,
aiCores_turnInResponseLeagueOther,AICoresTurnedIn,"$faction.id == persean
$market.id != kazeron",FireAll PopulateOptions,$PersonRank $personLastName thanks you for your devotion to the cause of an independent Persean Sector.,,
,,,,,,
# distress call related,,,,,,
dstr_normalStart,BeginFleetEncounter,"!$isHostile
$distress score:1000
!$distressNoHail","AddText ""You're being hailed."" $faction.baseColor
$hailing = true 0",,,
dstr_openComms,OpenCommLink,"!$isHostile
!$distressTalkedToPlayerBefore
$entity.distress score:1000","CallEvent $entity.ne_eventRef initDistress
AddText ""\""Thank the stars you showed up!""
AddText ""Our tanker had an accident and we don't have enough fuel left to get back to the core worlds. We need $entity.distressFuel fuel and will gladly pay you $entity.distressCredits credits for it - a handsome markup, I might add.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
$distressTalkedToPlayerBefore = true
FireBest DistressShowAidOptions",,,
dstr_openCommsLuddic,OpenCommLink,"!$isHostile
!$distressTalkedToPlayerBefore
$entity.distress score:1000
$faction.id == luddic_church","CallEvent $entity.ne_eventRef initDistress
AddText ""\""Praise to providence and Ludd! You have come for us!""
AddText ""Our tanker had an accident and we don't have enough fuel left to get back to the core worlds. We need $entity.distressFuel fuel and will gladly pay you $entity.distressCredits credits for it - a charitable markup, I might add.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
$distressTalkedToPlayerBefore = true
FireBest DistressShowAidOptions",,,
dstr_openCommsRepeat,OpenCommLink,"!$isHostile
$entity.distress score:1000","CallEvent $entity.ne_eventRef initDistress
AddText ""\""You're back!""
AddText ""You haven't come into more fuel, have you? We need $entity.distressFuel fuel and will gladly pay $entity.distressCredits credits for it.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
FireBest DistressShowAidOptions",,,
dstr_aidOptions,DistressShowAidOptions,,"$cutCommLinkPolite = true 0
FireBest DistressShowAvailableFuel
FireBest UpdateDstrCrewOption",,"dstrSell:""Sounds reasonable - we'll provide the fuel.""
dstrGive:""No need for payment - I'm not one to gouge someone when they're down.""
dstrCrew:""How about I take on some of your crew instead?""
dstrDeny:""I'm sorry, we don't have enough to spare right now.""",
dstr_showEnoughFuel,DistressShowAvailableFuel,$player.fuel >= $entity.distressFuel,SetTextHighlights $player.fuel,You have $player.fuel fuel available.,,
dstr_updateCrewOption,UpdateDstrCrewOption,$player.crewRoom < 1,"SetTooltip dstrCrew ""Your $shipOrFleet does not have room to take on any more crew.""
SetEnabled dstrCrew false",,,
dstr_showNotEnoughFuel,DistressShowAvailableFuel,$player.fuel < $entity.distressFuel,"SetTextHighlightColors bad
SetTextHighlights $player.fuel
SetEnabled dstrSell false
SetEnabled dstrGive false",You have $player.fuel fuel available.,,
dstr_sellFuel,DialogOptionSelected,$option == dstrSell,"CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""Thank you! I owe you one.\""""
FireAll PopulateOptions",,,
dstr_sellFuelLuddic,DialogOptionSelected,"$option == dstrSell
$faction.id == luddic_church","CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""My thanks, and blessing of Ludd be upon you!\""""
FireAll PopulateOptions",,,
dstr_sellFuelTookCrew,DialogOptionSelected,"$option == dstrSell
$entity.playerTookDistressCrewRecently","CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""Don't get me wrong, we'll take the fuel. But taking some of my crew first was a dirty trick.\""""
$cutCommLinkPolite = false 0
FireAll PopulateOptions",,,
dstr_giveFuel,DialogOptionSelected,$option == dstrGive,"CallEvent $entity.ne_eventRef giveDistressFuel
AddText ""\""Thank you! I won't forget this, and I'll make sure others know you can be counted on.\""""
FireAll PopulateOptions",,,
dstr_giveFuelTookCrew,DialogOptionSelected,"$option == dstrGive
$entity.playerTookDistressCrewRecently","CallEvent $entity.ne_eventRef giveDistressFuel
AddText ""\""First you take some of my crew, then you give me free fuel? It'd be a dirty trick if you *sold* the fuel, but you're giving it away for free. I'm not ashamed to admit, I don't understand your thought process - but... thank you? I guess?\""""
$cutCommLinkPolite = false 0
FireAll PopulateOptions",,,
dstr_takeCrewNo,DialogOptionSelected,"$option == dstrCrew
$entity.distressTurnHostile",SetEnabled dstrCrew false,"""What, you want to steal some of my crew under the guise of offering to 'help'? I don't think so!

You're obligated to render what aid you can, so - how about that fuel?""",,
dstr_takeCrewNotEnoughRoom,DialogOptionSelected,$option == dstrCrew,SetTextHighlights $entity.distressCrewTakeOn,"""That's a tough choice to make, but if the alternative is leaving some crew behind in cryopods to hopefully return for later...""

$HeOrShe pauses, thinking things through.

""Let me see... will you take on $entity.distressCrewTakeOn crew? That should be within your $shipOrFleet's personnel capacity.

It's won't let us scuttle enough ships to reduce fuel consumption and be able to strike for the core worlds, but at least they'll be safe.""","dstrAcceptCrew:""Certainly.""
dstrRejectCrew:""I've changed my mind.""",
dstr_takeCrewEnoughRoom,DialogOptionSelected,"$option == dstrCrew
$entity.distressCrewTakeOn >= $entity.distressCrew",SetTextHighlights $entity.distressCrewTakeOn,"""That's a tough choice to make, but if the alternative is leaving some crew behind in cryopods to hopefully return for later...""

$HeOrShe pauses, clearly thinking things through.

""With fewer crew to support, we can scuttle some of our ships.

That'll get us some anti-matter from reactor cores, and with fewer ships, what fuel we have will go farther. We just might be able to make it back.

Let me see... will you take on $entity.distressCrewTakeOn crew? That should be within your $shipOrFleet's capacity.""","dstrAcceptCrew:""Certainly.""
dstrRejectCrew:""I've changed my mind.""",
dstr_rejectCrewSel,DialogOptionSelected,$option == dstrRejectCrew,FireBest DistressShowAidOptions,"""Any chance of selling us that fuel, then?""",,
dstr_acceptCrewSel,DialogOptionSelected,$option == dstrAcceptCrew,"CallEvent $entity.ne_eventRef takeDistressCrew
$entity.playerTookDistressCrewRecently = true 7
AddText ""\""Thanks for your help. We'll see what we can do over here.\""""
$entity.distressNoHail = true
FireAll PopulateOptions",,,
dstr_denySel,DialogOptionSelected,$option == dstrDeny,"$entity.distressNoHail = true
EndConversation NO_CONTINUE","""We'll just have to make do somehow, then. I expect you'll let others know of our plight.""

The comm link is cut rather abruptly.",,
dstr_denyTurnHostileSel,DialogOptionSelected,"$option == dstrDeny
$entity.relativeStrength >= 0
$entity.distressTurnHostile
$player.fuel > $entity.distressFuelHostileThreshold",,"""Is that so? I think we'll just have to open up your fuel tanks and make sure. Because our sensors certainly show otherwise.""","dstrScared:""Ok, ok! You can have the fuel.""
dstrDefiant:""Give it your best shot, why don't you.""",
dstr_scaredSel,DialogOptionSelected,$option == dstrScared,"CallEvent $entity.ne_eventRef scaredDistressFuel
AddText ""\""Glad you could see reason. Helping a fellow traveler is only what's right, after all.\""""
AddText ""The comm link is cut while you're still contemplating the audacity of that statement, and your own dwindling fuel reserves.""
EndConversation NO_CONTINUE",,,
dstr_defiantSel,DialogOptionSelected,$option == dstrDefiant,"MakeOtherFleetHostile distress true 1000
MakeOtherFleetAggressive distress true 1000
MakeOtherFleetLowRepImpact distress true 1000
unset $entity.distress
$ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""Alright then, we'll do it the hard way.""

The comm link is cut before you have a chance to respond.",,
,,,,,,
# player distress call response - buying supplies and fuel,,,,,,
dcall_normalStart,BeginFleetEncounter,"!$isHostile
$distressResponse score:1000
!$distressNoHail","AddText ""You're being hailed."" $faction.baseColor
$hailing = true 0",,,
dcall_openCommsInhospitable,OpenCommLink,"!$isHostile
RepIsAtBest $faction.id INHOSPITABLE
$entity.distressResponse score:1000","DistressResponse unrespond
$entity.ignorePlayerCommRequests = true
FireAll PopulateOptions","""Oh, it's you. I've heard about you. You're on your own.""
OR
""You?"" $HeOrShe laughs without mirth then cuts the comm sharply. ",,
dcall_openComms,OpenCommLink,"RepIsAtWorst $faction.id SUSPICIOUS
!$distressTalkedToPlayerBefore
$entity.distressResponse score:1000","$distressTalkedToPlayerBefore = true
$cutCommLinkPolite = true 0
$entity.distressNoHail = true
DistressResponse init
FireBest DCallShowAidOptions","""Must be a relief we showed instead of some pirates, eh?

Now, what was it you needed?""",,
dcall_openCommsRepeat,OpenCommLink,"RepIsAtWorst $faction.id SUSPICIOUS
$entity.distressResponse score:1000","$entity.distressNoHail = true
$cutCommLinkPolite = true 0
DistressResponse init
FireBest DCallShowAidOptionsRepeat","""Need some help after all, do you?""",,
dcall_aidOptions,DCallShowAidOptions,,,,"dcallHelp:""We'll be grateful for anything you can spare.""
dcallMistake:""It was a mistake - we don't actually need help.""
dcallNeverMind:""We didn't issue a distress call.""",
dcall_aidOptionsRepeat,DCallShowAidOptionsRepeat,,"SetShortcut cutCommLinkPolite ""ESCAPE""",,"dcallHelp:""We'll be grateful for anything you can spare.""
cutCommLinkPolite:Cut the comm link",
dcall_neverMindSel,DialogOptionSelected,$option == dcallNeverMind,"DistressResponse neverMind
FireAll PopulateOptions","""Is that so? Well, I guess we'll hang around here for a bit and wait for who did.""

You get the feeling $heOrShe has some doubts about what you've said.",,
dcall_mistakeSel,DialogOptionSelected,$option == dcallMistake,"DistressResponse neverMind
DistressResponse unrespond
FireAll PopulateOptions","""Well, at least you owned up to it. Still, a distress call is not something to send out lightly.""
OR
$HeOrShe frowns, and says ""Careful, you don't want to earn yourself ... a reputation. It's dangerous out here.""",,
dcall_helpSelNoNeed,DialogOptionSelected,"$option == dcallHelp
!DistressResponse playerNeedsHelp score:1000","DistressResponse didNotNeedHelp
$entity.ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""But... my scans show you've got plenty enough fuel and supplies. I don't appreciate my time being wasted like this.""

The comm link is cut before you have a chance to respond.",,
dcall_helpSelScam,DialogOptionSelected,"$option == dcallHelp
DistressResponse isCargoPodsScam score:200","DistressResponse cargoPodsScam
$entity.ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""I can see the cargo pods you've dumped overboard, you know.  I'm not blind. And my sensors indicate the presence of fuel or supplies in those.

I can understand trying to scam a fellow spacer. It's the sheer incompetence of the attempt that's so insulting.""

The comm link is cut before you have a chance to respond.",,
dcall_helpSel,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle <= 2","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""Happy to help a stranded spacer. Do try not to make a habit of getting in trouble, though.""",,
dcall_helpSel1,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 2
$distressUsesLastCycle <= 4","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""You're getting a bit of a reputation for getting yourself in trouble, you know. Try to be more careful in the future.""",,
dcall_helpSel2,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 4","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""I'll help you for the sake of your crew. One can't help but think you're being dangerously irresponsible, if you keep needing to be bailed out like this.""",,
dcall_helpSel4,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle <= 4
!$distressHelpAdequate score:100","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""Take this - I don't think it's enough, but it's all we have to spare.""",,
dcall_helpSel5,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 4
!$distressHelpAdequate score:100","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""What we can spare doesn't look like it'll be enough, but you should be thankful to get anything at all considering the number of times you've had to call for help recently.""",,
dcall_paymentOptions,DCallPaymentOptions,,"AddText ""You have $player.creditsStrC available.""
SetTextHighlights $player.creditsStrC
FireBest DCallPaymentOptionsUpdate",,"0:dcallPay:Offer to pay [$distressPaymentC]
1:dcallThank:Thank $himOrHer profusely, but offer no payment",
dcall_paymentOptionsUpdate,DCallPaymentOptionsUpdate,!$distressCanAfford,"SetEnabled dcallPay false
SetTooltip dcallPay ""Not enough credits to offer to pay a reasonable, non-insulting amount.""",,,
dcall_paySel,DialogOptionSelected,$option == dcallPay,"DistressResponse pay
FireAll PopulateOptions","""Thanks, much appreciated. That'll go a long way to offset our costs.""",,
dcall_thankSel,DialogOptionSelected,$option == dcallThank,"DistressResponse thank
FireAll PopulateOptions","""Yeah, if you could afford to pay your own way, you probably wouldn't be in this situation in the first place, would you?""",,
,,,,,,
,,,,,,
,,,,,,
# tutorial mission,,,,,,
# initial interaction with main contact,,,,,,
