id,trigger,conditions,script,text,options,notes
npcCommsDecline,DialogOptionSelected,$option == declineNPCComm,EndConversation,你拒绝了通讯请求，继续上路。,,
npcCommsAcceptedDefault,NPCCommsRequest,,FireBest PickGreetingActive,,,
# test mission,,,,,,
convTMStart,OpenCDE,$playerContactForTestMission,ShowPersonVisual,"""你想顺利完成任务吗？""","tmYes:是的
tmNo:并不",
convTMStartNPCInitiated,NPCCommsRequest,$playerContactForTestMission,ShowPersonVisual,"你接受了通讯请求。

""你想顺利完成任务吗？""","tmYes:是的
tmNo:并不",
convTMOptionYes,DialogOptionSelected,$option == tmYes,"CallEvent $testMissionEventRef success
ShowDefaultVisual
EndConversation",,,
convYMOptionNo,DialogOptionSelected,$option == tmNo,"CallEvent $testMissionEventRef failure
ShowDefaultVisual
EndConversation",,,
,,,,,,
# generic refusal to deal while known-inhospitable to authorities (i.e. while open trade isn't available),,,,,,
generic_refuseToDealKnownInhospitable,PickGreeting,"$requiresDiscretionToDeal
HasAttentionOfAuthorities score:500","ShowPersonVisual
SetShortcut cutCommLink ""ESCAPE""","经过短暂的等待，你的连接请求被接受了。$personName 看了你好一会儿才开口说话。

""为什么会有个和 $market 当局作对的人想要和我联系？""

你考虑到，也许关闭应答器，在避免受到任何不必要的注意的情况下回来可能是一个更好的方法。",0:cutCommLink:切断通讯链接,
# MarketProcurementMission,,,,,,
mpm_greetingNeedTOff,PickGreeting,"$mpm_isPlayerContact
$player.transponderOn
$hostileToMarket score:100","ShowPersonVisual
SetShortcut cutCommLink ""ESCAPE""","经过短暂的等待，你的连接请求被接受了。

""什么？一批 $mpm_commodityName ? 恐怕我不认识对这种东西感兴趣的人。""

所以总的来看，开着应答器亮着你的身份大摇大摆地进入港口去和一个犯罪集团成员人物接头，或许并不是你能想到的最好的主意。",0:cutCommLink:切断通讯链接,
mpm_greetingEnough,PickGreeting,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","经过短暂的等待，你的连接请求被接受了。

""你好！我一直在等着这批 $mpm_commodityName。""",,
mpm_greetingNotEnough,PickGreeting,"$mpm_isPlayerContact
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","经过短暂的等待，你的连接请求被接受了。

""你好！我一直在等这批 $mpm_commodityName ...但我看你现在还没有把它们送过来。好吧，你还有些时间。""",,
mpm_greetingEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","经过短暂的等待，你的连接请求被接受了。

""不错，我听说你搞到了货。""",,
mpm_greetingNotEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","经过短暂的等待，你的连接请求被接受了。

""货你都还没搞到手，我们谈个鬼？""",,
mpm_greetingActiveEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""您好！我一直在等这批 $mpm_commodityName。""",,
mpm_greetingActiveNotEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""您好！我一直在等这批 $mpm_commodityName ...但我看你现在还没有把它们送过来。好吧，你还有些时间。""",,
mpm_hasEnoughOption,PopulateOptions,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough",,,0:mpm_deliver:交付 $mpm_commodityName,
mpm_hasEnoughOptionSelected,DialogOptionSelected,$option == mpm_deliver,"AddText ""\""很好。感谢你的努力。\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_hasEnoughOptionSelectedBonus,DialogOptionSelected,"$option == mpm_deliver
CallEvent $mpm_eventRef hasBonus","AddText ""\""很好。感谢你的努力。按照约定，我还会为你的加急运送额外给你一笔奖金。\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_pirateEncounter,BeginFleetEncounter,"$mpm_isSpawnedByMPM
!$ignorePlayerCommRequests","MakeOtherFleetHostile mpm_pirate true
MakeOtherFleetAggressive mpm_pirate true
$skipTInfo = true 0
$sawPlayerTransponderOn = true 5
AddText ""你被 $faction$otherShipOrFleet呼叫了。"" $faction.baseColor
$hailing = true 0",,,
mpm_pirateOpenComms,OpenCommLink,"$isPerson
$entity.mpm_isSpawnedByMPM score:100",FireAll MPMHandOverOptions,"海盗 $personRank 从$hisOrHer控制台后抬起头来看向你。

""现在怎么样？我们都知道的你的货舱有一批 $mpm_commodityName，只要把货物交出来，我就放你走。""",,
mpm_handOverPirateOption,MPMHandOverOptions,CallEvent $mpm_eventRef hasEnough,,,0:mpm_handOver:交出 $mpm_commodityName,
mpm_notEnoughPirateOption,MPMHandOverOptions,!CallEvent $mpm_eventRef hasEnough,,,0:mpm_notEnoughPirate:向他解释你并没有 $mpm_commodityName,
mpm_refusePirateOption,MPMHandOverOptions,,,,"
1:mpm_refuse:拒绝",
mpm_handOverOptionSel,DialogOptionSelected,$option == mpm_handOver,"CallEvent $mpm_eventRef handOver
AddText ""失去 $mpm_quantity $mpm_commodityName "" textEnemyColor
AddText ""\""不错，你还是挺识相的。在我改变主意之前赶紧滚吧。\""""
MakeOtherFleetHostile mpm_pirate false
MakeOtherFleetNonHostile mpm_pirate true 10
FireAll PopulateOptions",,,
mpm_notEnoughPirateOptionSel,DialogOptionSelected,$option == mpm_notEnoughPirate,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",在你有机会作出解释之前，通讯联系就被切断了。,,
mpm_refuseOptionSel,DialogOptionSelected,$option == mpm_refuse,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",你还没来及再开口说话，通讯链接就被切断了。,,
,,,,,,
# hiring officer generated by OfficerManagerEvent,,,,,,
ome_greeting,PickGreeting,$ome_hireable score:100,"ShowPersonVisual
FireAll PopulateOptionsHire","经过短暂的等待，你的连接请求被接受了。

$personName 上下打量了你一番。

""听说你想找些帮手？""",,
ome_greetingMerc,PickGreeting,"$ome_hireable score:100
$isMercenary","ShowPersonVisual
FireAll PopulateOptionsHire","你的连接请求被迅速接受。

$personName 上下打量了你一番。你觉得$heOrShe说不定能猜透你的星币余额，偏差不过百位。

""如果你正在寻找一个经验丰富的自由职业军官的话，那正巧，我也在找一个客户，不过仅限临时雇佣。我的要价很高，但把你的船交给那些经验不足的家伙会更加赔钱。""
OR
你的通讯请求被迅速接受。

$personName 看了你一会儿，然后点了点头，好比你通过了某种考验一样。

""如果你想短期雇佣一名有经验的战斗人员，那么你就找对地方了。我觉得你马上就会发现我的开价并不离谱。毕竟好东西并不便宜。""",,
ome_greetingMercPlayerWasJerk,PickGreeting,"$ome_hireable score:100
$isMercenary
$player.wasJerkToMerc","ShowPersonVisual
FireAll PopulateOptionsHire","你的连接请求在长时间的等待后被接受了。

$personName 以不加掩饰的怀疑态度打量着你。

""你在...嗯...自由佣兵群体里有些不好的名声。不过我现在的确要赚些星币。所以如果你想雇一个活干的比你平时能遇到的船长更好的家伙，那么现在就有机会。当然，我将不得不为受你聘用所带来的风险加收一笔费用。""
OR
通讯链接在经过明显拖延之后接通了。

$personName 带着一丝不满的目光看了看你。

""我听说过你，$playerName，尽管你的名声有点，嗯...褒贬不一，但我还是愿意和你谈谈。毕竟，""$heOrShe用一股哲学腔说到，""只要星币给够，谁都会见钱眼开，如果我不是这种人，就不会干雇佣兵这一行。""

""怎样？让我开个眼？""",,
ome_greetingMercPlayerWasJerkReject,PickGreeting,"$ome_hireable
$isMercenary
$player.wasJerkToMerc
$level >= 6",ShowPersonVisual,"你提交了连接请求。待机信号持续了很久，你正准备让通讯员检查他们的设备时，通讯接通了。

$personName 带着几乎无法掩饰的敌意看了你一眼。

""你已经臭名远扬了，$playerName。老实说，我不需要你的星币。我也不想看到你的脸。""

$HeOrShe停顿了一会儿。

""一 路 平 安。""

$HeOrShe切断了通讯链接。
OR
通信链路的待机画面一直在没完没了地闪烁着。你的通讯官耸了耸肩，表示它确实在正常工作。你正准备下令取消这个请求时，通讯接通了。

$personName 看向你，装作一副惊讶的样子。""很抱歉耽误了您宝贵的时间，我才刚听说了所有关于 $playerName 的故事，有点不敢相信真的遇到了你。而您居然主动跟我联系？真走运！""

你开始感觉到一种讽刺的气氛，而这时$heOrShe继续说了下去：...因为现在我可以告诉大家，我有终于机会叫你去吸你妈逼的真空去吧！"""" $personName 做出一个粗鲁的手势并强行切断了通讯。屏幕清空了，你的通讯官看着控制台，宛如石化了一般。",ome_convEnd2:继续,
ome_greetingAdmin,PickGreeting,"$ome_hireable score:100
$ome_isAdmin","ShowPersonVisual
FireAll PopulateOptionsHire","经过短暂的等待，你的连接请求被接受了。

$personName 饶有兴致地审视着你。

""有传言说你也许会参手殖民地业务。如果是这样，我也许能帮上些忙。你会发现我的资质无可挑剔。""",,
ome_askSkills,PopulateOptionsHire,"$ome_hireable score:100
!$askedSkills",,,"0:ome_askSkills:""那要看情况。你能做些什么？""",
ome_askHire,PopulateOptionsHire,"$ome_hireable score:100
!$isMercenary
!CallEvent $ome_eventRef atLimit $id",,,1:ome_askHire:出价雇佣$himOrHer,
ome_askHireMerc,PopulateOptionsHire,"$ome_hireable score:100
$isMercenary",SetStoryColor ome_askHire,,1:ome_askHire:向$himOrHer询问合同条款,
ome_cantHire,PopulateOptionsHire,"$ome_hireable score:100
!$isMercenary
CallEvent $ome_eventRef atLimit $id
!$ome_isAdmin",,,"0:ome_convEnd:""目前我无法雇用更多的军官了。""",
ome_cantHireAdmin,PopulateOptionsHire,"$ome_hireable score:100
CallEvent $ome_eventRef atLimit $id
$ome_isAdmin",,,"0:ome_convEnd:""目前我无法聘用更多的行政官了。""",
ome_wontHire,PopulateOptionsHire,"$ome_hireable score:100
!CallEvent $ome_eventRef atLimit $id",,,2:ome_convEnd:结束谈话,
ome_wontHireMerc,PopulateOptionsHire,"$ome_hireable score:100
CallEvent $ome_eventRef atLimit $id
$isMercenary",,,2:ome_convEnd:结束谈话,
ome_askSkillsSel,DialogOptionSelected,$option == ome_askSkills,"AddText ""你问了 $personName 一些问题以评估$hisOrHer的能力水平。""
CallEvent $ome_eventRef printSkills $id
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
,,,,,,
ome_askSkillsSelNoSkillAdmin,DialogOptionSelected,"$option == ome_askSkills
$ome_adminTier == 0
$postId != mercenary
$postId != officer_for_hire","AddText ""你问了 $personName 一些问题，以确定$hisOrHer的能力水平。你很快发现$heOrShe并没有什么特殊的才能。不过再怎么说$heOrShe也是一名称职的管理者，可以用较低的费用雇佣。""
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
ome_askHireSel,DialogOptionSelected,$option == ome_askHire,"AddText ""\""我希望能立刻得到 $ome_hiringBonus 星币的签约佣金。且每月底薪至少 $ome_salary 星币。在首笔转账完成之后，我可以在一小时内做好登舰准备。\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""你有 $player.creditsStr 星币可用。""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_askHireSelMerc,DialogOptionSelected,"$option == ome_askHire
$isMercenary","AddText ""\""典型的合同期是 $mercContractDurStr 天，可以根据我们回港的情况留一些延长的余地。期间任何一方都可以提前终止合同等诸如此类的常规条款就不再细说。当合同到期时，如果双方都同意，我们可以讨论延长合同。\n\n 我希望得到 $ome_hiringBonus credit 的签约佣金，以及 $ome_salary credit 的月薪。在首笔转账完成之后，我可以在一小时内做好登舰准备。\""""
SetTextHighlightColors hColor hColor hColor
SetTextHighlights $mercContractDurStr $ome_hiringBonus $ome_salary
AddText ""你有 $player.creditsStr 星币。\n\n 这个军官是一个高度职业化的佣兵，不计入普通军官的上限。""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_askHireSelAdmin,DialogOptionSelected,"$option == ome_askHire
$ome_isAdmin","AddText ""\""我希望能立刻得到 $ome_hiringBonus 星币的签约佣金。且每月底薪至少是 $ome_salary 星币。在首笔转账完成之后，我将随时恭候差遣。\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""你有 $player.creditsStr 星币。""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_hireOptionsNormal,HireOptionSet,CallEvent $ome_eventRef canAfford $id,,,"0:ome_hireYes:""听起来不错。""
1:ome_convEnd:""还是算了吧。""",
ome_hireOptionsNormalMerc,HireOptionSet,"CallEvent $ome_eventRef canAfford $id
$isMercenary","SetStoryOption ome_hireYes 1 hireMerc ui_char_spent_story_point_leadership ""聘用雇佣军官""",,"0:ome_hireYes:接受合同条款
1:ome_convEnd:""我需要考虑一下。""",
ome_hireOptionsCantAfford,HireOptionSet,,,,"0:ome_convEnd:""我暂时付不起...""",
ome_hireYesSel,DialogOptionSelected,$option == ome_hireYes,"AddText ""你在寒暄了几句后切断了通讯链接。""
CallEvent $ome_eventRef hireOfficer $id
UpdateMemory
ShowDefaultVisual
EndConversation",,,
ome_hireNoSel,DialogOptionSelected,$option == ome_convEnd,"ShowDefaultVisual
EndConversation",你在寒暄了几句后切断了通讯链接。,,
ome_hireNoSelJerk,DialogOptionSelected,"$option == ome_convEnd
$player.wasJerkToMerc","ShowDefaultVisual
EndConversation",你在敷衍地寒暄了几句后切断了通讯链接。,,
ome_hireNoSel2,DialogOptionSelected,$option == ome_convEnd2,"ShowDefaultVisual
EndConversation",你环顾舰桥。下级军官们都不太自然地忙碌着，甚至都没人向你的方向瞟一眼。,,
,,,,,,
# patrol stopping player w/ transponder off,,,,,,
tOffPatrolBegin,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$sawPlayerWithTOffCount++ 10
$transponderOffConv = true 0
AddText ""你被 $faction$otherShipOrFleet呼叫了。"" $faction.baseColor
OpenComms",,,
tOffPatrolBeginNoTalk,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100
$sawPlayerWithTOffCount > 1 score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
MakeHostileWhileTOff tOff true 7
$sawPlayerWithTOffCount++ 10
$ignorePlayerCommRequests = true 0",,,
tOffPatrolOpenComm,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100","AddText ""\""在 $faction 星区内关闭应答器航行属于违法行为。现特此命令你们打开应答器，立即表明身份，并接受货物扫描排查违禁品与走私行为。\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""说服对方以避免货物扫描""",,"0:tOff_comply:打开应答器并遵从指示
1:avoid_scan:设法避免货物扫描
2:tOff_refuse:拒绝并切断通讯链接",
tOffPatrolOpenCommUnknown,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
!$entity.knowsWhoPlayerIs","AddText ""\""不明$shipOrFleet，立即表明你们的身份！在 $faction 星区内关闭应答器航行属于违法行为。现特此命令你们打开应答器并接受货物扫描。\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""说服对方以避免货物扫描""",,"0:tOff_comply:打开应答器并遵从指示
1:avoid_scan:设法避免货物扫描
2:tOff_refuse:拒绝并切断通讯",
tOffPatrolOpenCommTOn,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$player.transponderOn","AddText ""\""在 $faction 星区内关闭应答器航行属于违法行为。别以为你们可以就凭重新打开它来躲开我们的注意，现特此命令你们接受货物扫描。\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""说服对方以避免货物扫描""",,"0:tOff_comply2:允许扫描
1:avoid_scan:设法避免货物扫描
2:tOff_refuse:拒绝并切断通讯",
tOffPatrolOpenCommNotFirstTime,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$entity.sawPlayerWithTOffCount == 2.0 score:10
$entity.relativeStrength >= 0","AddText""\""我和你说了要让你的应答器一直开着。\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
AddText ""在你有机会回应之前，通讯链接就被切断了。""
$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv
MakeHostileWhileTOff tOff true 7",,"#0:tOff_notFirstTimeCont:继续
cutCommLinkNoText:继续",
scanTalkYourWayOut,DialogOptionSelected,$option == avoid_scan,"SetNearbyFleetsVariable 5000 $faction.id $patrolAllowTOff true 10
$entity.patrolAllowTOff = true 10
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
$entity.sawPlayerWithTOffCount = 0
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
ShowDefaultVisual
EndConversation","你设法让巡逻队指挥官相信，如果$heOrShe坚持要惹事的话，$hisOrHer的上司就会让$heOrShe吃不了兜着走。
OR
看来巡逻队的指挥官早就贪腐成性，在一些诸如欠个人情以后必有重谢之类的含糊承诺之下，$himOrHer睁一只眼闭一只眼放了你一马。",,
#tOffPatrolOpenCommNotFirstTimeCont,DialogOptionSelected,$option == tOff_notFirstTimeCont,"MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation",,,
tOffComply,DialogOptionSelected,$option == tOff_comply,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff
ActivateAbility $player.fleetId transponder
UpdateMemory",你启动了应答器，并等待货物扫描完成。,0:tOff_scan_continue:继续,
tOffComply2,DialogOptionSelected,$option == tOff_comply2,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff",等待货物扫描完成。,0:tOff_scan_continue:继续,
tOffCargoScan,DialogOptionSelected,$option == tOff_scan_continue,"AddText ""经过短暂等待后，$faction $otherFleetName 向你发来了扫描结果。""
CargoScan
FireBest TOffScanResult",,,
tOffCargoScanHostile,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile","ShowDefaultVisual
EndConversation",然而，$faction $fleetName 没有继续进行扫描，而是关闭了通讯并启动了战斗系统。,,
tOffCargoScanHostileStronger,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile
$entity.relativeStrength < 0","MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
ShowDefaultVisual
EndConversation",然而，$faction $fleetName 没有继续进行扫描，而是关闭了通讯并启动了战斗系统。,,
tOffCargoScanPods,TOffScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"$faction $personRank 停了下来，看着屏幕外。

""但外面这些货物舱呢，让我检查一下 - 为什么，它们居然装有非法货物？这些应该不是你的吧？对吧？很好。那么我们将没收这些货物。""",0:tOff_podsCont:继续,
tOffCargoScanPodsCont,DialogOptionSelected,$option == tOff_podsCont,FireBest TOffScanResult,,,
tOffCargoScanClean,TOffScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound",,"$personName $PersonRank 看上去很失望。

""如果再让我抓到你关着应答器晃悠，事情就不会这么简单了。""

通讯链接在你未回应前就被切断了。",0:tOff_cleanCont1:继续,
#tOffCargoScanSuspicious,TOffScanResult,$scan_suspiciousCargoFound,,"While the scan finds no overt contraband, the quantity of cargo found, combined with indirect evidence of your prior black market activities, is enough to raise suspicions.

It is not, however, enough to do anything about. Correspondingly, $personRank $personName looks displeased.

""I'll see you again, you can be sure of it,"" $heOrShe grinds out before cutting the comm link.",0:tOff_cleanCont1:Continue,
tOffCargoScanBoarding1,TOffScanResult,$scan_suspiciousCargoFound,,"扫描没有发现公开的违禁品，但对由于你参与黑市活动的嫌疑充分，巡逻队指挥官对此并未善罢甘休。

""给我们的登船小组做准备。我们要亲自动手进行一次非常彻底的检查。""

你认为在这次 ""彻底"" 的检查过程中，检查人员很可能会对你的船只的战备造成一些还算勉强可以接受的轻微损害。","0:tOff_comply_boarding:允许并准备接受检查
1:tOff_refuse:拒绝并切断通讯链接",
tOffCargoScanBoarding2,DialogOptionSelected,$option == tOff_comply_boarding,"CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage tOff false
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
$sourceMarket.smugglingScanTimeout = true 30","情况和你预计得差不多，你的几艘船报告说在作战能力上受到了轻微但令人不快的损失。幸运的是，检查人员似乎更热衷于制造 ""意外"" 损害，而不是去实际寻找违禁品，因此他们没有发现有问题货物。",cutCommLinkNoText:继续,
tOffCargoScanClean2,DialogOptionSelected,$option == tOff_cleanCont1,"MakeOtherFleetPreventDisengage tOff false
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
ShowDefaultVisual
EndConversation NO_CONTINUE
$sourceMarket.smugglingScanTimeout = true 30",,,
tOffCargoScanContraband,TOffScanResult,$scan_contrabandFound score:10,,"""很好很好。正如我所料，我们在这里逮到了个走私犯。遵照 $faction 的标准流程，你必须将违禁品释放到太空中，由巡逻队指挥官决定是拾取还是焚毁。""

$PersonRank $personLastName 看上去相当高兴，让你觉得今天的命令应该是 ""拾取"" 而不是 ""焚毁""。","0:tOff_comply_contraband:上交违禁品并切断通讯
1:tOff_refuse:拒绝并切断通讯",
tOffCargoScanContrabandSurrender,DialogOptionSelected,$option == tOff_comply_contraband,"CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage tOff false
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
ShowDefaultVisual
EndConversation
$sourceMarket.smugglingScanTimeout = true 30",,,
tOffRefuse,DialogOptionSelected,$option == tOff_refuse,"$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv
AdjustRep $faction.id TRANSPONDER_OFF_REFUSE
AdjustRepActivePerson TRANSPONDER_OFF_REFUSE
MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation
$sourceMarket.smugglingScanTimeout = true 30",,,
# cargo scan from smuggling suspicion,,,,,,
cargoScanInitial,BeginFleetEncounter,"!$cargoScan_didAlready
!$isHostile
$pursuePlayer_smugglingScan score:50","$cargoScan_didAlready = true 0
MakeOtherFleetPreventDisengage cargoScan true
#MakeOtherFleetAggressive cargoScan true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$cargoScanConv = true 0
AddText ""你被 $faction$otherShipOrFleet呼叫了。"" $faction.baseColor
OpenComms",,,
cargoScanFirstComms,OpenCommLink,$entity.cargoScanConv score:100,"AddText ""\""注意：你的舰队特征与市场当局公布的走私嫌疑人资料相吻合。特此命令你接受货物扫描。\""""
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""说服对方以避免货物扫描""",,"0:cargoScan_comply:允许扫描
1:avoid_scan:设法避免货物扫描
2:cargoScan_refuse:拒绝并切断通讯链接",
,,,,,,
cargoScanStart,DialogOptionSelected,$option == cargoScan_comply,"AddText ""经过短暂等待后。$faction $otherFleetName 向你发来了扫描结果。""
CargoScan
FireBest CargoScanResult",,,
cargoScanPods,CargoScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"$faction $personRank 停了下来，并把视线从屏幕上移开了。

""请你解释下这些货舱是怎么回事，为什么它们装的是违禁品？这不是你的，对吧？不是？很好，我们之后会没收这些玩意。""",0:scan_podsCont:继续,
cargoScanPodsCont,DialogOptionSelected,$option == scan_podsCont,FireBest CargoScanResult,,,
cargoScanClean,CargoScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound",,"$PersonRank $personName 看上去有些失望。

""好吧，看来并没有什么异常。""

通讯链接在你有机会回话之前就被切断了。",0:cargoScan_cleanCont:继续,
#cargoScanSuspicious,CargoScanResult,$scan_suspiciousCargoFound,,"While the scan finds no overt contraband, the quantity of cargo found, combined with indirect evidence of your prior black market activities, is enough to raise suspicions.

It is not, however, enough to do anything about. Correspondingly, $personRank $personName looks displeased.

""I'll see you again, you can be sure of it,"" $heOrShe grinds out before cutting the comm link.",0:cargoScan_cleanCont:Continue,
cargoScanBoarding1,CargoScanResult,$scan_suspiciousCargoFound,,"扫描没有发现公开的违禁品，但对由于你参与黑市活动的嫌疑充分，巡逻队指挥官对此并未善罢甘休。

""准备好迎接一个登船小组。我们要亲自动手进行一次非常彻底的检查。""

你认为在这次""彻底""的检查过程中，检查人员很可能会对你的船只的战备造成一些还算勉强可以接受的少量损害。","0:cargoScan_comply_boarding:允许并准备接受检查
1:cargoScan_refuse:拒绝并切断通讯链接",
cargoScanBoarding2,DialogOptionSelected,$option == cargoScan_comply_boarding,"CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30","情况和你预计得差不多，你的几艘船报告说在作战能力上受到了轻微但令人不快的损失。幸运的是，检查人员似乎更热衷于制造 ""意外"" 损害，而不是去实际寻找违禁品，因此他们没有发现有问题货物。",cutCommLinkNoText:继续,
cargoScanClean2,DialogOptionSelected,$option == cargoScan_cleanCont,"MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30
ShowDefaultVisual
EndConversation NO_CONTINUE",,,
cargoScanContraband,CargoScanResult,$scan_contrabandFound score:10,,"""很好很好。正如我所料，我们在这里逮到了个走私犯。遵照 $faction 的标准流程，你必须将违禁品释放到太空中，由巡逻队指挥官决定是拾取还是焚毁。""

$PersonRank $personLastName 看上去相当高兴，让你觉得今天的命令应该是""拾取""而不是""焚毁""。","0:cargoScan_comply_contraband:上交违禁品并切断通讯
1:cargoScan_refuse:拒绝并切断通讯",
cargoScanContrabandSurrender,DialogOptionSelected,$option == cargoScan_comply_contraband,"CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30
ShowDefaultVisual
EndConversation",,,
cargoScanRefuse,DialogOptionSelected,$option == cargoScan_refuse,"$entity.ignorePlayerCommRequests = true 0
unset $entity.cargoScanConv
unset $entity.pursuePlayer_smugglingScan
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30
AdjustRep $faction.id CARGO_SCAN_REFUSE
AdjustRepActivePerson CARGO_SCAN_REFUSE
ShowDefaultVisual
EndConversation",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
