# Smuggling investigation inspector,,,,,
CMSNTextWelcomePart1_luddic,CMSNTextWelcomePart1,$faction.id == luddic_church,,"""赞美群星! 我很荣幸能亲身参与这次洗礼仪式.""",
CMSNTextWelcomePart2_luddic,CMSNTextWelcomePart2,$faction.id == luddic_church,,"""我不会耽误你的神圣职责, 但请不要犹豫, 现在我还能为你做些什么?""",
CMSNTextChangeMind_luddic,CMSNTextChangeMind,$faction.id == luddic_church,,"""事实上, 每一位信徒并非都能完整走完这条荆棘之路, 因为他们时刻都被 暴力、诱惑和苦难所困扰. 不要羞于自己的决定, 即便选择了一条更卑谦的 道路, 卢德总会给我们这些不值得宽恕的灵魂带来一丝慰籍.

让我们暂时抛开荣光与悔恨, 现在你还有什么需要我的帮助么?""",
CMSNResignAskToConfirm_luddic,CMSNResignAskToConfirm,$faction.id == luddic_church,,"""你确定么? 迷途的孩子, 银河救赎教会不仅是卢德神圣教义的世俗表现, 也是拯救自身灵魂的唯一途径, 更是全人类从罪恶祸患中崛起的唯一道路.

我无权审判你的灵魂, 你的选择即是你与神之间的抉择. 但信徒不过是这 堕落世界的男女, 他们只会在你身上看到一个背弃卢德祝福的人. 而此种 行径将必定被那些虔诚者所藐视.",
CMSNResignConfirmed_luddic,CMSNResignConfirmed,$faction.id == luddic_church,,"""无需多言, 请记住, 在警惕前方道路的同时不要忘记卢德依旧深爱着你.""",
CMSNResignCancelled_luddic,CMSNResignCancelled,$faction.id == luddic_church,,"""一个明智的选择, 但要谨记, 在履行职责时, 我们的精神将随时经受考验, 即便信念因此而停滞不前, 但你也一定要坚信, 无论前途如何暗淡, 卢德 之光将必定照亮正义之路.""",
,,,,,
# Hegemony commission,,,,,
CMSNTextRejectHostile_hegemony,CMSNTextRejectHostile,$faction.id == hegemony,,"""你在开玩笑吗? 如果你正是你所声称的那个人, 那么你已经被多地 政府列入通缉名单内, 事实上, 本次对话我将有权提交给霸主委员会.""",
CMSNTextHasOther_hegemony,CMSNTextHasOther,$faction.id == hegemony,,"""经查证你已经与 $theOtherCommissionFaction 签订了雇佣协议, 你应该知道这对忠诚来说 意味着什么, 不要试图触碰我们的底线. 你必须辞去前者职务, 否则 霸主 将有权以间谍罪逮捕你.""",
CMSNTextUnsuited_hegemony,CMSNTextUnsuited,$faction.id == hegemony,,"""抱歉, 你并不符合我们的要求.""",
CMSNTextSuitedPart1_hegemony,CMSNTextSuitedPart1,$faction.id == hegemony,,"""Hmm, Fleet Intelligence has been watching you for some time it seems, and it says here that you clear the checks.

Accepting a commission with the Hegemony is a serious matter, citizen. You will be required to fight enemies of the Hegemony and assist in upholding law and order where the official apparatus cannot reach. Above all, you will dedicate yourself to fighting for the restoration of the Domain over human space.

I must inform you that you have the right to resign your commission at any time. And while there have been honorable circumstances for resignation in the past, between us, let me add that doing so would be considered highly suspicious by Fleet Intelligence, to say nothing of what the loyal Hegemony officer corps would think.",
CMSNTextSuitedPart2_hegemony,CMSNTextSuitedPart2,$faction.id == hegemony,,"""By the power invested in me by the office of the High Hegemon, I offer you commission as auxiliary to the Hegemony Navy. Do you wish to sign on?""",
CMSNTextWelcomePart1_hegemony,CMSNTextWelcomePart1,$faction.id == hegemony,,"""太好了, 欢迎加入.""",
CMSNTextWelcomePart2_hegemony,CMSNTextWelcomePart2,$faction.id == hegemony,,"""那么, 我还能为你做些什么?""",
CMSNTextChangeMind_hegemony,CMSNTextChangeMind,$faction.id == hegemony,,"""Yes, not everyone has the strength of character to uphold the values of the Hegemony to the standards that are required. The Sector has need of merchants and shuttle pilots, after all. Those are also honorable careers in their own small way.

Anything else I can do for you?""",
CMSNResignAskToConfirm_hegemony,CMSNResignAskToConfirm,$faction.id == hegemony,,"""你确定么? 霸主 需要的是意志坚定的军人, 如果一旦让我们失望, 那这次""背叛""将不会一揭而过!""",
CMSNResignConfirmed_hegemony,CMSNResignConfirmed,$faction.id == hegemony,,"""我明白了, 至少你还有足够的勇气来亲自递交辞呈.""",
CMSNResignCancelled_hegemony,CMSNResignCancelled,$faction.id == hegemony,,"""很好, 无论你是被那些异政者所鼓动或是自我主张, 霸主 需要的并不是 盲目服从, 我们要的是有勇气并敢于担当的人, 在这乱世, 你正是我们需要的.""",
,,,,,
# Tritachyon commission,,,,,
CMSNTextRejectHostile_tritachyon,CMSNTextRejectHostile,$faction.id == tritachyon,,"""我很惊讶你居然敢发起通讯, 目前可有不少高层主管已将你的面部全息图 与不菲的赏金发得到处都是. 这可不是通过钱就可以解决的, 朋友, 现在我 给你个免费提议: 这是最新的速子快报, 你先下载看看吧.""",
CMSNTextHasOther_tritachyon,CMSNTextHasOther,$faction.id == tritachyon,,"""你已经与 $theOtherCommissionFaction 签订雇佣协议了, 根据速子不正当竞争协议, 在与 速子科技 签约前, 你必须辞去前者职务, 还需偿还当前所有债务.",
CMSNTextUnsuited_tritachyon,CMSNTextUnsuited,$faction.id == tritachyon,,"""根据我们人力资源部的调查报告来看, 你并不符合雇佣协议的数项要求.""",
CMSNTextSuitedPart1_tritachyon,CMSNTextSuitedPart1,$faction.id == tritachyon,,"""嗯, 您的简历令人印象深刻, 我们人力资源部已经注意你好一段时间了.

现在请注意听好, 与 速子科技 (及其附属公司) 签订雇佣协议是一项非常 严肃的承诺. 您不仅需自行承担与公司指定敌对势力交战的风险, 这些敌人 可能是海盗, 反政府煽动者或从事非法搜查以及没收公司财产的好事政体.

您可在任何时候辞去当前职务而不受经济惩罚, 以我之见这确实非常慷慨. 但如果您真这样做了, 那就意味着... 怎么说呢, 把您扔到海里喂鲨鱼? 我的朋友, 由于公司的竞争异常激烈, 如果您舍弃公司给予的法律保护, 那就没人会对接下来的某些意外负责.",
CMSNTextSuitedPart2_tritachyon,CMSNTextSuitedPart2,$faction.id == tritachyon,,"""那么, 如果想签约, 在你屏幕前收到的通知上按下指纹就行了.""",
CMSNTextWelcomePart1_tritachyon,CMSNTextWelcomePart1,$faction.id == tritachyon,,"""太棒了, 让我第一个来欢迎新职员的到来.

建议我将您拉入私人交流群内么? 我一直想交个您这样有潜力的朋友.""",
CMSNTextWelcomePart2_tritachyon,CMSNTextWelcomePart2,$faction.id == tritachyon,,"""现在, 我的朋友, 我还能为您做些什么?""",
CMSNTextChangeMind_tritachyon,CMSNTextChangeMind,$faction.id == tritachyon,,"""啊, 您这是在货比三家, 看谁的出价更高, 我说得对吗? 我们现应明智的 切换到私人频道内来继续刚才的话题.

那么, 我还能为您效劳些什么?""",
CMSNResignAskToConfirm_tritachyon,CMSNResignAskToConfirm,$faction.id == tritachyon,,"""您确定吗? 这样您将错过很多升职机会, 毕竟 速子科技 只看重自己人. 还有一点我得提醒你一下, 公司里的某些人可能会借此机会...""",
CMSNResignConfirmed_tritachyon,CMSNResignConfirmed,$faction.id == tritachyon,,"""看来你不会改变主意了. 有人给了你一份更好的工作, 不是么? 我能理解.

如果报酬足够丰厚, 并有空缺的话可别忘了我. 现在我建议你尽快离开.""",
CMSNResignCancelled_tritachyon,CMSNResignCancelled,$faction.id == tritachyon,,"""明智的选择, 速子科技 重视每一位有价值的成员, 并愿意通过谈判来维持, 我敢肯定, 你今后的地位将会继续提升.""",
,,,,,
# Persean League commission,,,,,
CMSNTextRejectHostile_persean,CMSNTextRejectHostile,$faction.id == persean,,"""你在开玩笑么? 被联盟成员一致认同为敌人的你居然敢出现在这里, 我现在 就要向联合舰队的情报部门发出警报!""",
CMSNTextHasOther_persean,CMSNTextHasOther,$faction.id == persean,,"""你已经与 $theOtherCommissionFaction 签订雇佣协议了, 联盟是建立在尊重其成员或潜在 成员独立性的基础上, 为了不违反协议, 你必须辞去当前职务.",
CMSNTextUnsuited_persean,CMSNTextUnsuited,$faction.id == persean,,"""对不起, 我们只接受愿意维护联盟利益与价值观良好的人.""",
CMSNTextSuitedPart1_persean,CMSNTextSuitedPart1,$faction.id == persean,,"""恩, 好的, 以你目前的良好表现, 联盟数据库内没有一个给你投上否决票.

接受 英仙座联盟 的雇佣协议, 意味着你必须学习并遵守《联盟宪章》的 八项规定, 你将被要求与试图将霸权主义强加给英仙座星区的敌人而战. 为了让全人类不受任何一个集权政体的统治, 我们将携手共进, 这是一个 崇高的理想, 我的朋友, 这也是一个值得实践的理想.

为预防起见, 我必须得通知你, 你有权辞去当前职务, 但之后, 联盟将没有 法律来保护你免受其成员对你施加的影响, 你应该了解这些利害关系.""",
CMSNTextSuitedPart2_persean,CMSNTextSuitedPart2,$faction.id == persean,,"""那么, 考虑好了么? 八项规定的测试实际上只是一种形式, 虽然联盟成员 在签约后会在一年内被委员会一票否决, 但这种很少发生, 你确定接受吗?""",
CMSNTextWelcomePart1_persean,CMSNTextWelcomePart1,$faction.id == persean,,"""太好了, 我谨代表星域内的自由人民, 欢迎你加入 英仙座联盟.""",
CMSNTextWelcomePart2_persean,CMSNTextWelcomePart2,$faction.id == persean,,"""我还能为你做些什么?""",
CMSNTextChangeMind_persean,CMSNTextChangeMind,$faction.id == persean,,"""我明白了, 这份工作不仅危险, 还需要非凡的品格来维护联盟的理想. 拒绝这份承诺并不可耻, 毕竟我们所奋战的便是你所做出的自由选择.

那么, 我还能为你做些什么?""",
CMSNResignAskToConfirm_persean,CMSNResignAskToConfirm,$faction.id == persean,,"""你确定么? 联盟需要你这样的人来维护我们的原则. 尽管你是在履行自己 的权力, 但如果现在离开, 联盟内那些心胸并不开阔的成员可能会对这次 背叛而产生怀疑, 甚至报复心理.""",
CMSNResignConfirmed_persean,CMSNResignConfirmed,$faction.id == persean,,"""看来你已经下定决心, 我谨代表联盟感谢你到目前为止所做出的贡献, 以及你亲自提交辞呈时的礼貌.

如果不介意的话, 请填写这份表格来将此事了结.""",
CMSNResignCancelled_persean,CMSNResignCancelled,$faction.id == persean,,"""听说你改变主意了, 很好. 你正是联盟所需要的那种人.""",
,,,,,
# Sindrian Diktat commission,,,,,
CMSNTextRejectHostile_sindrian_diktat,CMSNTextRejectHostile,$faction.id == sindrian_diktat,,"""恩?! 你这该死的恐怖分子胆敢出现在这里, 这是一份由狮心指挥官亲自 签署的处决令. 我必须立刻向我的上级军官汇报这一情况.""",
CMSNTextHasOther_sindrian_diktat,CMSNTextHasOther,$faction.id == sindrian_diktat,,"""辛达强权 所需要的是绝对的忠诚, 而像你这样已经与 $theOtherCommissionFaction 签订 雇佣协议的家伙, 在考虑加入我们之前, 就必须先辞去前者的职务.""",
CMSNTextUnsuited_sindrian_diktat,CMSNTextUnsuited,$faction.id == sindrian_diktat,,"""你并不符合标准, 我们只接受能够证明自己实力的候选人.""",
CMSNTextSuitedPart1_sindrian_diktat,CMSNTextSuitedPart1,$faction.id == sindrian_diktat,,"""Hmm, we've had our eye on you for some time it seems. This intelligence summary makes it clear that you're a suitable candidate for commission into the Sindrian Diktat's volunteer force.

Accepting a commission into our glorious movement is a serious matter. You must pledge unwavering loyalty to our leader, Supreme Executor Admiral Andrada, and the Sindrian Diktat he commands. You will fight our enemies, cleanse the Sector of the corrupt old order, and usher in a new age for our people. If you are lucky, you may even attain the glory of giving your life for the great cause.

Now it it technically possible to resign the Diktat commission, but this would reveal a deep betrayal of sacred loyalty. I pledged my blood to the Lion, and I would expect the same from you.",
CMSNTextSuitedPart2_sindrian_diktat,CMSNTextSuitedPart2,$faction.id == sindrian_diktat,,"""下定决定了吗? 向你所忠诚的 辛达强权 发誓!""",
CMSNTextWelcomePart1_sindrian_diktat,CMSNTextWelcomePart1,$faction.id == sindrian_diktat,,"""荣耀属于辛达瑞亚之狮! 我们将在新时代的熔炉中浴火重生!""",
CMSNTextWelcomePart2_sindrian_diktat,CMSNTextWelcomePart2,$faction.id == sindrian_diktat,,"""不久后, 你将接到属于你的第一个任务, 并自动成为党派中的一员. 而相关的中心思想也将一并上传至你的通讯链接内.""

那么, 还有什么事吗, 同志.""",
CMSNTextChangeMind_sindrian_diktat,CMSNTextChangeMind,$faction.id == sindrian_diktat,,"""事实上, 并不是所有人类都有足够的力量来支持 辛达强权 的信念. 我们是战士, 并为人类重归荣耀时代而奋战, 强者将在最终决战中重生, 而渣滓将被彻底清除, 成为历史长河中的一粒尘埃.

想好了, 就做出决定, 我可没时间在这与你干耗.""",
CMSNResignAskToConfirm_sindrian_diktat,CMSNResignAskToConfirm,$faction.id == sindrian_diktat,,"""我真希望你只是在开玩笑, 你应该清楚, 忠诚是 辛达强权 的最高思想. 狮心守卫决不会容忍那些亵渎我们伟大信念的家伙.""",
CMSNResignConfirmed_sindrian_diktat,CMSNResignConfirmed,$faction.id == sindrian_diktat,,"""I see all too clearly now that you have not the spine for our great work.

Begone from my comms, traitor. I shall report this to party intelligence immediately.""",
CMSNResignCancelled_sindrian_diktat,CMSNResignCancelled,$faction.id == sindrian_diktat,,"""我会从宽处理的... 且不会将本次事件报告上去. 我之所以愿意冒这个险, 是因为我仍相信你可以成为我们伟大事业不可或缺的基石.

慎思笃行, 同志.""",
,,,,,
,,,,,
# turning AI cores in,,,,,
aiCores_turnInOption,PopulateOptions,"$isPerson
AICores personCanAcceptCores",FireBest DisableTurnInCoresOptionIfNeeded,,"10:aiCores_startTurnIn:""我想将这些获得的 AI 核心..."""
aiCores_disableTurnInOption,DisableTurnInCoresOptionIfNeeded,!AICores playerHasCores,"SetTooltip aiCores_startTurnIn ""You do not have any AI cores in your possession.""
SetEnabled aiCores_startTurnIn false",,
aiCores_turnInOptionSelGeneric,DialogOptionSelected,$option == aiCores_startTurnIn,FireAll PopulateCoresTurnInOptions,"""这可是个不错的交易. 当一个势力抓到你后, 他们会毫不犹豫地没收这些 东西. 不过我会和平地与你做个交易, 并为这些东西提供个好价位.""",
aiCores_turnInOptionSelLuddic,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == luddic_church",FireAll PopulateCoresTurnInOptions,"""把东西带给我是个明智的选择. 我会通知骑士长来处理这些罪恶之物.""",
aiCores_turnInOptionSelHegemony,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == hegemony",FireAll PopulateCoresTurnInOptions,"""我们不希望公众意识到这些东西的存在. 但是霸主在条约的规定下必须将 这类物品归于掌控之下并确保它们被彻底摧毁.""",
aiCores_turnInOptionSelDiktat,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == sindrian_diktat",FireAll PopulateCoresTurnInOptions,"""你现在的处境非常危险. 一旦落入恐怖分子之手, 将没人知道会发生什么. 我... 或者说上缴给我们的话, 辛达强权 会毫无疑问地给予你不错的奖励.""
OR
""你能直接来找我是个好消息; 一些不明事理的官员可能会给你扣上运输 危险物品罪而将你逮捕. 你的忠诚应该获得嘉奖.""",
aiCores_turnInOptionSelTriTachyon,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == tritachyon",FireAll PopulateCoresTurnInOptions,"""你拿来的东西真令人着迷. 不过你也知道你没有足够的知识和资本来发掘 它的所有潜力. 速子科技 将很乐意为这些货物提供合理的价格.""",
aiCores_turnInOptionSelPerseanKazeron,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == persean
$market.id == kazeron",FireAll PopulateCoresTurnInOptions,"""同志，你找到了一个很棒的东西. Kazeron 政权, 以及整个英仙座联盟的成员, 都将认可并奖励你在协助寻找危险物的同时所履行的爱国义务.""",
aiCores_turnInOptionSelPerseanNotKazeron,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == persean
$market.id != kazeron",FireAll PopulateCoresTurnInOptions,"""这是个非常棒的发现, 同志. 我们不能让那些黑恶势力获得这些危险物品 来制造更多的暴行.""",
aiCores_playerHasOption,PopulateCoresTurnInOptions,,,,0:aiCores_selectCores:选择上交的 AI 核心
aiCores_neverMindOption,PopulateCoresTurnInOptions,,,,"100:aiCores_neverMind:""谢谢, 但我身上并没有这些东西."""
aiCores_neverMindOptionSelected,DialogOptionSelected,$option == aiCores_neverMind,FireAll PopulateOptions,,
aiCores_turnInOptionSelected,DialogOptionSelected,$option == aiCores_selectCores,AICores selectCores,,
aiCores_turnInResponseDefault,AICoresTurnedIn,,FireAll PopulateOptions,$PersonRank $personLastName 感谢了你. 然后把话题转移到了其他事上.,
aiCores_turnInResponseHegemony,AICoresTurnedIn,$faction.id == hegemony,FireAll PopulateOptions,$PersonRank $personLastName 代表霸主委员会感谢了你. 然后把话题转移 到了其他事上.,
aiCores_turnInResponseLuddicChurch,AICoresTurnedIn,$faction.id == luddic_church,FireAll PopulateOptions,$PersonRank $personLastName 快速地祷告了一句并代表教会感谢了你.,
aiCores_turnInResponseDiktat,AICoresTurnedIn,$faction.id == sindrian_diktat,FireAll PopulateOptions,"$PersonRank $personLastName 在你转移话题前, 以充满活力的方式表达了 对辛达强权的忠诚.",
aiCores_turnInResponseTriTachyon,AICoresTurnedIn,$faction.id == tritachyon,FireAll PopulateOptions,"$personName 笑得像个教科书般的肉食动物那样丑陋. ""一言为定.""",
aiCores_turnInResponseLeagueKazeron,AICoresTurnedIn,"$faction.id == persean
$market.id == kazeron",FireAll PopulateOptions,$PersonRank $personLastName 在转移话题之前确认了传输的情况.,
aiCores_turnInResponseLeagueOther,AICoresTurnedIn,"$faction.id == persean
$market.id != kazeron",FireAll PopulateOptions,$PersonRank $personLastName 感谢了你对英仙座联盟的所作出的贡献.,
,,,,,
# distress call related,,,,,
dstr_normalStart,BeginFleetEncounter,"!$isHostile
$distress score:1000
!$distressNoHail","AddText ""你与对方建立了通讯链接."" $faction.baseColor
$hailing = true 0",,
dstr_openComms,OpenCommLink,"!$isHostile
!$distressTalkedToPlayerBefore
$entity.distress score:1000","CallEvent $entity.ne_eventRef initDistress
AddText ""\""感谢您的无私!""
AddText ""因燃料舰发生事故, 导致我们没有足够的燃料回到核心世界. 现需要 $entity.distressFuel 的燃料, 并为此支付 $entity.distressCredits 星币, 朋友, 这是底线, 可不能再多了.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
$distressTalkedToPlayerBefore = true
FireBest DistressShowAidOptions",,
dstr_openCommsLuddic,OpenCommLink,"!$isHostile
!$distressTalkedToPlayerBefore
$entity.distress score:1000
$faction.id == luddic_church","CallEvent $entity.ne_eventRef initDistress
AddText ""\""赞美卢德, 感谢您的援助, 因燃料舰发生事故, 导致我们没有足够的燃料 回到核心世界. 现需要 $entity.distressFuel 的燃料, 并为此支付 $entity.distressCredits 星币, 朋友, 这是底线, 可不能再多了.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
$distressTalkedToPlayerBefore = true
FireBest DistressShowAidOptions",,
dstr_openCommsRepeat,OpenCommLink,"!$isHostile
$entity.distress score:1000","CallEvent $entity.ne_eventRef initDistress
AddText ""\""你回来啦!""
AddText ""你带来足够的燃料吗? 我们需要 $entity.distressFuel 的燃料, 并为此支付 $entity.distressCredits 星币.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
FireBest DistressShowAidOptions",,
dstr_aidOptions,DistressShowAidOptions,,"$cutCommLinkPolite = true 0
FireBest DistressShowAvailableFuel
FireBest UpdateDstrCrewOption",,"dstrSell:""当然, 我会提供燃料给你.""
dstrGive:""不需要付款. 我很乐意无偿帮助陷入困境的人们.""
dstrCrew:""可以用一部分船员来代替支付的星币吗?""
dstrDeny:""抱歉,我现在也没有足够的燃料分享给你."""
dstr_showEnoughFuel,DistressShowAvailableFuel,$player.fuel >= $entity.distressFuel,SetTextHighlights $player.fuel,你有 $player.fuel 单位燃料可用.,
dstr_updateCrewOption,UpdateDstrCrewOption,$player.crewRoom < 1,"SetTooltip dstrCrew ""你的 $shipOrFleet 已经没有足够的空间来容纳这些船员了.""
SetEnabled dstrCrew false",,
dstr_showNotEnoughFuel,DistressShowAvailableFuel,$player.fuel < $entity.distressFuel,"SetTextHighlightColors bad
SetTextHighlights $player.fuel
SetEnabled dstrSell false
SetEnabled dstrGive false",你有 $player.fuel 单位燃料可用.,
dstr_sellFuel,DialogOptionSelected,$option == dstrSell,"CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""谢谢你! 我欠你个人情.\""""
FireAll PopulateOptions",,
dstr_sellFuelLuddic,DialogOptionSelected,"$option == dstrSell
$faction.id == luddic_church","CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""衷心感谢, 愿卢德保佑你!\""""
FireAll PopulateOptions",,
dstr_sellFuelTookCrew,DialogOptionSelected,"$option == dstrSell
$entity.playerTookDistressCrewRecently","CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""别误会我, 我们需要是的燃料, 但你却想带走我们的船员, 这可太卑鄙了.\""""
$cutCommLinkPolite = false 0
FireAll PopulateOptions",,
dstr_giveFuel,DialogOptionSelected,$option == dstrGive,"CallEvent $entity.ne_eventRef giveDistressFuel
AddText ""\""谢谢你! 我不会忘记你的, 我也会告诉别人你是个值得信赖的人.\""""
FireAll PopulateOptions",,
dstr_giveFuelTookCrew,DialogOptionSelected,"$option == dstrGive
$entity.playerTookDistressCrewRecently","CallEvent $entity.ne_eventRef giveDistressFuel
AddText ""\""你想带走我的一些船员, 然后免费提供燃料? 这真是个肮脏的伎俩. 但既然 是免费赠送, 虽然不知道你葫芦里卖的什么药, 但... 谢谢你?\""""
$cutCommLinkPolite = false 0
FireAll PopulateOptions",,
dstr_takeCrewNo,DialogOptionSelected,"$option == dstrCrew
$entity.distressTurnHostile",SetEnabled dstrCrew false,"""什么, 你想打着""帮忙""的幌子, 顺走我的一些船员? 门都没有!""

你有义务尽你所能来提供帮助. 那么, 燃料呢?""",
dstr_takeCrewNotEnoughRoom,DialogOptionSelected,$option == dstrCrew,SetTextHighlights $entity.distressCrewTakeOn,"""That's a tough choice to make, but if the alternative is leaving some crew behind in cryopods to hopefully return for later...""

$HeOrShe pauses, thinking things through.

""Let me see... will you take on $entity.distressCrewTakeOn crew? That should be within your $shipOrFleet's personnel capacity.

It's won't let us scuttle enough ships to reduce fuel consumption and be able to strike for the core worlds, but at least they'll be safe.""","dstrAcceptCrew:""当然可以.""
dstrRejectCrew:""我改变主意了."""
dstr_takeCrewEnoughRoom,DialogOptionSelected,"$option == dstrCrew
$entity.distressCrewTakeOn >= $entity.distressCrew",SetTextHighlights $entity.distressCrewTakeOn,"""这是个艰难的选择. 但如果在未来你能用冷冻舱将他们送回来的话...""

$HeOrShe 停顿了下, 仔细地想了想.

""船员数量的降低可以让我们凿沉一些船,.

这可让我们从反应堆里获得一部分反物质燃料. 而且减少舰船后我们可以 靠有限的燃料走得更远. 留得青山在, 不怕没柴烧.

让我想想... 你需要 $entity.distressCrewTakeOn 名船员? 这确实与你 $shipOrFleet 的载员需求相符.""","dstrAcceptCrew:""当然可以.""
dstrRejectCrew:""我改变主意了."""
dstr_rejectCrewSel,DialogOptionSelected,$option == dstrRejectCrew,FireBest DistressShowAidOptions,"""那么, 有没有其他方法才能让你把燃料卖给我呢?",
dstr_acceptCrewSel,DialogOptionSelected,$option == dstrAcceptCrew,"CallEvent $entity.ne_eventRef takeDistressCrew
$entity.playerTookDistressCrewRecently = true 7
AddText ""\""感谢你的帮助. 接下来就看我们的努力了.\""""
$entity.distressNoHail = true
FireAll PopulateOptions",,
dstr_denySel,DialogOptionSelected,$option == dstrDeny,"$entity.distressNoHail = true
EndConversation NO_CONTINUE","""那么, 我们只好凑合着过了. 希望你能让别人知道我们的困境.""

随后通讯链接被突然切断了.",
dstr_denyTurnHostileSel,DialogOptionSelected,"$option == dstrDeny
$entity.relativeStrength >= 0
$entity.distressTurnHostile
$player.fuel > $entity.distressFuelHostileThreshold",,"""哦? 我想我们得打开你的油箱确认一下, 因为我们的传感器可并不会撒谎.""","dstrScared:""好好好, 这些燃料给你.""
dstrDefiant:""那么过来拿啊, 拿到算你的哦."""
dstr_scaredSel,DialogOptionSelected,$option == dstrScared,"CallEvent $entity.ne_eventRef scaredDistressFuel
AddText ""\""非常高兴能见到你. 帮助遇难的旅人天经地义, 不是吗?\""""
AddText ""通讯链接被切断了, 一头雾水的你只能不知所措地看着逐渐下降的燃料表.""
EndConversation NO_CONTINUE",,
dstr_defiantSel,DialogOptionSelected,$option == dstrDefiant,"MakeOtherFleetHostile distress true 1000
MakeOtherFleetAggressive distress true 1000
MakeOtherFleetLowRepImpact distress true 1000
unset $entity.distress
$ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""好吧, 就用最困难的方式...""

通讯链接在你未回应前就被切断了.",
,,,,,
# player distress call response - buying supplies and fuel,,,,,
dcall_normalStart,BeginFleetEncounter,"!$isHostile
$distressResponse score:1000
!$distressNoHail","AddText ""你与对方建立了通讯链接."" $faction.baseColor
$hailing = true 0",,
dcall_openCommsInhospitable,OpenCommLink,"!$isHostile
RepIsAtBest $faction.id INHOSPITABLE
$entity.distressResponse score:1000","DistressResponse unrespond
$entity.ignorePlayerCommRequests = true
FireAll PopulateOptions","""啊, 是你. 我知道你. 这次轮到你了呢.""
OR
""是你?"" $HeOrShe 皮笑肉不笑地切断了通讯.",
dcall_openComms,OpenCommLink,"RepIsAtWorst $faction.id SUSPICIOUS
!$distressTalkedToPlayerBefore
$entity.distressResponse score:1000","$distressTalkedToPlayerBefore = true
$cutCommLinkPolite = true 0
$entity.distressNoHail = true
DistressResponse init
FireBest DCallShowAidOptions","""看我们不是海盗, 是不是让你安心了点?

那么, 你需要点什么吗?""",
dcall_openCommsRepeat,OpenCommLink,"RepIsAtWorst $faction.id SUSPICIOUS
$entity.distressResponse score:1000","$entity.distressNoHail = true
$cutCommLinkPolite = true 0
DistressResponse init
FireBest DCallShowAidOptionsRepeat","""不管怎样, 你现在需要点帮助, 是把?""",
dcall_aidOptions,DCallShowAidOptions,,,,"dcallHelp:""我们将感谢您能提供的一切.""
dcallMistake:""这只是个失误, 我们并不需要他人的帮助.""
dcallNeverMind:""我没有发出求救呼号."""
dcall_aidOptionsRepeat,DCallShowAidOptionsRepeat,,"SetShortcut cutCommLinkPolite ""ESCAPE""",,"dcallHelp:""我们将感谢您能提供的一切.""
cutCommLinkPolite:切断了通讯链接"
dcall_neverMindSel,DialogOptionSelected,$option == dcallNeverMind,"DistressResponse neverMind
FireAll PopulateOptions","""是这样吗? 嗯, 我想我得在这待一会儿, 看看到底是谁干的.""

你意识到 $heOrShe 在怀疑你说谎.",
dcall_mistakeSel,DialogOptionSelected,$option == dcallMistake,"DistressResponse neverMind
DistressResponse unrespond
FireAll PopulateOptions","""好吧, 至少你承认了. 不过, 求救信号可没那么容易就能发出去的.""
OR
$HeOrShe 皱了皱眉头, 并说道: ""小心点, 一个好名声能让你活得更久.""",
dcall_helpSelNoNeed,DialogOptionSelected,"$option == dcallHelp
!DistressResponse playerNeedsHelp score:1000","DistressResponse didNotNeedHelp
$entity.ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""但我的扫描显示你有足够的燃料和补给. 我不喜欢我的时间被这样浪费掉.""

通讯链接在你未回应前就被切断了.",
dcall_helpSelScam,DialogOptionSelected,"$option == dcallHelp
DistressResponse isCargoPodsScam score:200","DistressResponse cargoPodsScam
$entity.ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""这些可都是你扔的货物舱, 我可不瞎. 而且扫描显示里面装着补给和燃料.

这种欺诈行为实在可耻.""

通讯链接在你未回应前就被切断了.",
dcall_helpSel,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle <= 2","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""很荣幸能帮助意外搁浅的你, 不过, 你可不能养成总是惹麻烦的坏习惯.""",
dcall_helpSel1,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 2
$distressUsesLastCycle <= 4","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""你的好名声救了你一把. 今后请在各方面都小心点.""",
